,model,rank,alpha,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,AutoRec,100,1,1,,"[0.1615, 0.0008]","[0.1108, 0.0008]","[0.1043, 0.0007]","[0.0994, 0.0006]","[0.1207, 0.001]","[0.0812, 0.0005]","[0.0855, 0.0006]","[0.0696, 0.0006]","[0.0977, 0.0008]","[0.1239, 0.0009]","[0.0375, 0.0004]","[0.2411, 0.0013]"
