,model,rank,alpha,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,AutoRec,100,1,1,,"[0.1583, 0.0033]","[0.1075, 0.0033]","[0.1025, 0.0029]","[0.0988, 0.0027]","[0.118, 0.0044]","[0.0842, 0.0019]","[0.0911, 0.0024]","[0.0641, 0.0025]","[0.0903, 0.0031]","[0.1121, 0.0035]","[0.037, 0.0019]","[0.2189, 0.0048]"
