,model,rank,lambda,alpha,R-Precision,NDCG
88,WPLRec,100,1,0.31622776601683794,0.06862745098039216,0.1559392475599848
89,WPLRec,100,1,0.46415888336127775,0.0784313725490196,0.17011330482443718
90,WPLRec,100,1,0.6812920690579611,0.0784313725490196,0.16394845131656957
91,WPLRec,100,1,1.0,0.0784313725490196,0.16068434325494813
92,WPLRec,100,1,1.467799267622069,0.0784313725490196,0.16068434325494813
93,WPLRec,100,1,2.154434690031882,0.0784313725490196,0.16068434325494813
94,WPLRec,100,1,3.1622776601683795,0.0784313725490196,0.148634155332934
95,WPLRec,100,1,4.6415888336127775,0.0784313725490196,0.1500771104564586
96,WPLRec,100,1,6.812920690579608,0.0784313725490196,0.15323852187863524
97,WPLRec,100,1,10.0,0.08823529411764706,0.1668491967628158
98,WPLRec,100,1,14.67799267622069,0.08823529411764706,0.1668491967628158
99,WPLRec,100,1,21.54434690031882,0.08823529411764706,0.1668491967628158
100,WPLRec,100,1,31.622776601683793,0.0784313725490196,0.1519954702475503
101,WPLRec,100,1,46.41588833612777,0.0784313725490196,0.14657070530177385
102,WPLRec,100,1,68.12920690579608,0.06862745098039216,0.12509155581027068
103,WPLRec,100,1,100.0,0.049019607843137254,0.10878003897228357
104,WPLRec,100,10,0.0,0.06862745098039216,0.15650262994025665
105,WPLRec,100,10,0.01,0.06862745098039216,0.1559392475599848
106,WPLRec,100,10,0.014677992676220698,0.06862745098039216,0.1559392475599848
107,WPLRec,100,10,0.021544346900318832,0.06862745098039216,0.1559392475599848
108,WPLRec,100,10,0.03162277660168379,0.06862745098039216,0.1559392475599848
109,WPLRec,100,10,0.046415888336127774,0.06862745098039216,0.1559392475599848
110,WPLRec,100,10,0.06812920690579612,0.06862745098039216,0.1559392475599848
111,WPLRec,100,10,0.1,0.06862745098039216,0.1559392475599848
112,WPLRec,100,10,0.1467799267622069,0.06862745098039216,0.1559392475599848
113,WPLRec,100,10,0.21544346900318834,0.06862745098039216,0.1559392475599848
114,WPLRec,100,10,0.31622776601683794,0.06862745098039216,0.1559392475599848
115,WPLRec,100,10,0.46415888336127775,0.0784313725490196,0.17011330482443718
116,WPLRec,100,10,0.6812920690579611,0.0784313725490196,0.16394845131656957
117,WPLRec,100,10,1.0,0.0784313725490196,0.16394845131656957
118,WPLRec,100,10,1.467799267622069,0.0784313725490196,0.16068434325494813
119,WPLRec,100,10,2.154434690031882,0.0784313725490196,0.16394845131656957
120,WPLRec,100,10,3.1622776601683795,0.0784313725490196,0.148634155332934
121,WPLRec,100,10,4.6415888336127775,0.0784313725490196,0.1500771104564586
122,WPLRec,100,10,6.812920690579608,0.0784313725490196,0.15323852187863524
123,WPLRec,100,10,10.0,0.08823529411764706,0.1668491967628158
124,WPLRec,100,10,14.67799267622069,0.08823529411764706,0.1668491967628158
125,WPLRec,100,10,21.54434690031882,0.08823529411764706,0.1668491967628158
126,WPLRec,100,10,31.622776601683793,0.0784313725490196,0.1519954702475503
127,WPLRec,100,10,46.41588833612777,0.0784313725490196,0.14657070530177385
128,WPLRec,100,10,68.12920690579608,0.06862745098039216,0.12509155581027068
129,WPLRec,100,10,100.0,0.049019607843137254,0.10878003897228357
130,WPLRec,100,100,0.0,0.06862745098039216,0.15800269759114496
131,WPLRec,100,100,0.01,0.06862745098039216,0.15800269759114496
132,WPLRec,100,100,0.014677992676220698,0.06862745098039216,0.15800269759114496
133,WPLRec,100,100,0.021544346900318832,0.06862745098039216,0.15800269759114496
134,WPLRec,100,100,0.03162277660168379,0.06862745098039216,0.1559392475599848
135,WPLRec,100,100,0.046415888336127774,0.06862745098039216,0.1559392475599848
136,WPLRec,100,100,0.06812920690579612,0.06862745098039216,0.1559392475599848
137,WPLRec,100,100,0.1,0.06862745098039216,0.1559392475599848
138,WPLRec,100,100,0.1467799267622069,0.06862745098039216,0.1559392475599848
139,WPLRec,100,100,0.21544346900318834,0.06862745098039216,0.1559392475599848
140,WPLRec,100,100,0.31622776601683794,0.0784313725490196,0.17011330482443718
141,WPLRec,100,100,0.46415888336127775,0.0784313725490196,0.17011330482443718
142,WPLRec,100,100,0.6812920690579611,0.0784313725490196,0.16394845131656957
143,WPLRec,100,100,1.0,0.0784313725490196,0.16394845131656957
144,WPLRec,100,100,1.467799267622069,0.0784313725490196,0.16068434325494813
145,WPLRec,100,100,2.154434690031882,0.0784313725490196,0.16394845131656957
146,WPLRec,100,100,3.1622776601683795,0.0784313725490196,0.148634155332934
147,WPLRec,100,100,4.6415888336127775,0.0784313725490196,0.1500771104564586
148,WPLRec,100,100,6.812920690579608,0.0784313725490196,0.1519954702475503
149,WPLRec,100,100,10.0,0.08823529411764706,0.1668491967628158
150,WPLRec,100,100,14.67799267622069,0.08823529411764706,0.1668491967628158
151,WPLRec,100,100,21.54434690031882,0.08823529411764706,0.1668491967628158
152,WPLRec,100,100,31.622776601683793,0.0784313725490196,0.1519954702475503
153,WPLRec,100,100,46.41588833612777,0.0784313725490196,0.14657070530177385
154,WPLRec,100,100,68.12920690579608,0.06862745098039216,0.12979861899541673
155,WPLRec,100,100,100.0,0.049019607843137254,0.10878003897228357
156,WPLRec,200,1,0.0,0.06862745098039216,0.15031683499928747
157,WPLRec,200,1,0.01,0.06862745098039216,0.15175979012281207
158,WPLRec,200,1,0.014677992676220698,0.06862745098039216,0.15175979012281207
159,WPLRec,200,1,0.021544346900318832,0.06862745098039216,0.15175979012281207
160,WPLRec,200,1,0.03162277660168379,0.06862745098039216,0.15175979012281207
161,WPLRec,200,1,0.046415888336127774,0.06862745098039216,0.15175979012281207
162,WPLRec,200,1,0.06812920690579612,0.06862745098039216,0.15175979012281207
163,WPLRec,200,1,0.1,0.06862745098039216,0.15175979012281207
164,WPLRec,200,1,0.1467799267622069,0.06862745098039216,0.15260112995598885
165,WPLRec,200,1,0.21544346900318834,0.06862745098039216,0.15260112995598885
166,WPLRec,200,1,0.31622776601683794,0.06862745098039216,0.15367814991390377
167,WPLRec,200,1,0.46415888336127775,0.06862745098039216,0.15435781916471683
168,WPLRec,200,1,0.6812920690579611,0.06862745098039216,0.15240122646354917
169,WPLRec,200,1,1.0,0.06862745098039216,0.15033777643238902
170,WPLRec,200,1,1.467799267622069,0.058823529411764705,0.11726496406915111
171,WPLRec,200,1,2.154434690031882,0.058823529411764705,0.11726496406915111
172,WPLRec,200,1,3.1622776601683795,0.058823529411764705,0.11343747362725783
173,WPLRec,200,1,4.6415888336127775,0.058823529411764705,0.11168078441852979
174,WPLRec,200,1,6.812920690579608,0.058823529411764705,0.11023782929500518
175,WPLRec,200,1,10.0,0.058823529411764705,0.10407297578713752
176,WPLRec,200,1,14.67799267622069,0.058823529411764705,0.10551593091066216
177,WPLRec,200,1,21.54434690031882,0.058823529411764705,0.10675898254174712
178,WPLRec,200,1,31.622776601683793,0.06862745098039216,0.12036965742592766
179,WPLRec,200,1,46.41588833612777,0.058823529411764705,0.10475264503795063
180,WPLRec,200,1,68.12920690579608,0.049019607843137254,0.0910639161933049
181,WPLRec,200,1,100.0,0.0392156862745098,0.07544690380532788
182,WPLRec,200,10,0.0,0.06862745098039216,0.15031683499928747
183,WPLRec,200,10,0.01,0.06862745098039216,0.15175979012281207
184,WPLRec,200,10,0.014677992676220698,0.06862745098039216,0.15175979012281207
185,WPLRec,200,10,0.021544346900318832,0.06862745098039216,0.15175979012281207
186,WPLRec,200,10,0.03162277660168379,0.06862745098039216,0.15175979012281207
187,WPLRec,200,10,0.046415888336127774,0.06862745098039216,0.15175979012281207
188,WPLRec,200,10,0.06812920690579612,0.06862745098039216,0.15260112995598885
189,WPLRec,200,10,0.1,0.06862745098039216,0.15260112995598885
190,WPLRec,200,10,0.1467799267622069,0.06862745098039216,0.15367814991390377
191,WPLRec,200,10,0.21544346900318834,0.06862745098039216,0.15367814991390377
192,WPLRec,200,10,0.31622776601683794,0.06862745098039216,0.15367814991390377
193,WPLRec,200,10,0.46415888336127775,0.06862745098039216,0.15435781916471683
194,WPLRec,200,10,0.6812920690579611,0.06862745098039216,0.15240122646354917
195,WPLRec,200,10,1.0,0.06862745098039216,0.15033777643238902
196,WPLRec,200,10,1.467799267622069,0.058823529411764705,0.11810630390232783
197,WPLRec,200,10,2.154434690031882,0.058823529411764705,0.11726496406915111
198,WPLRec,200,10,3.1622776601683795,0.058823529411764705,0.11343747362725783
199,WPLRec,200,10,4.6415888336127775,0.058823529411764705,0.11168078441852979
200,WPLRec,200,10,6.812920690579608,0.058823529411764705,0.11023782929500518
201,WPLRec,200,10,10.0,0.058823529411764705,0.10407297578713752
202,WPLRec,200,10,14.67799267622069,0.058823529411764705,0.10551593091066216
203,WPLRec,200,10,21.54434690031882,0.058823529411764705,0.10675898254174712
204,WPLRec,200,10,31.622776601683793,0.06862745098039216,0.12036965742592766
205,WPLRec,200,10,46.41588833612777,0.058823529411764705,0.10475264503795063
206,WPLRec,200,10,68.12920690579608,0.049019607843137254,0.0910639161933049
207,WPLRec,200,10,100.0,0.0392156862745098,0.07628824363850462
208,WPLRec,200,100,0.0,0.06862745098039216,0.15944565271466957
209,WPLRec,200,100,0.01,0.06862745098039216,0.15944565271466957
210,WPLRec,200,100,0.014677992676220698,0.06862745098039216,0.15944565271466957
211,WPLRec,200,100,0.021544346900318832,0.06862745098039216,0.15944565271466957
212,WPLRec,200,100,0.03162277660168379,0.06862745098039216,0.15944565271466957
213,WPLRec,200,100,0.046415888336127774,0.06862745098039216,0.1605226726725845
214,WPLRec,200,100,0.06812920690579612,0.06862745098039216,0.16136401250576124
215,WPLRec,200,100,0.1,0.06862745098039216,0.15519915899789358
216,WPLRec,200,100,0.1467799267622069,0.06862745098039216,0.15519915899789358
217,WPLRec,200,100,0.21544346900318834,0.06862745098039216,0.15435781916471683
218,WPLRec,200,100,0.31622776601683794,0.06862745098039216,0.1549212015449887
219,WPLRec,200,100,0.46415888336127775,0.06862745098039216,0.1538441815870738
220,WPLRec,200,100,0.6812920690579611,0.0784313725490196,0.16745485647125433
221,WPLRec,200,100,1.0,0.06862745098039216,0.15033777643238902
222,WPLRec,200,100,1.467799267622069,0.06862745098039216,0.13239664803732148
223,WPLRec,200,100,2.154434690031882,0.06862745098039216,0.13087563895333165
224,WPLRec,200,100,3.1622776601683795,0.06862745098039216,0.1276115308917102
225,WPLRec,200,100,4.6415888336127775,0.058823529411764705,0.11168078441852979
226,WPLRec,200,100,6.812920690579608,0.058823529411764705,0.11350193735662661
227,WPLRec,200,100,10.0,0.058823529411764705,0.11023782929500518
228,WPLRec,200,100,14.67799267622069,0.058823529411764705,0.10467459107748542
229,WPLRec,200,100,21.54434690031882,0.058823529411764705,0.10675898254174712
230,WPLRec,200,100,31.622776601683793,0.06862745098039216,0.12036965742592766
231,WPLRec,200,100,46.41588833612777,0.058823529411764705,0.10531602741822248
232,WPLRec,200,100,68.12920690579608,0.049019607843137254,0.0910639161933049
233,WPLRec,200,100,100.0,0.0392156862745098,0.07880821871994416
234,WPLRec,400,1,0.0,0.029411764705882353,0.09090629002903192
235,WPLRec,400,1,0.01,0.029411764705882353,0.09090629002903192
236,WPLRec,400,1,0.014677992676220698,0.029411764705882353,0.09090629002903192
237,WPLRec,400,1,0.021544346900318832,0.029411764705882353,0.09090629002903192
238,WPLRec,400,1,0.03162277660168379,0.029411764705882353,0.09090629002903192
239,WPLRec,400,1,0.046415888336127774,0.029411764705882353,0.09090629002903192
240,WPLRec,400,1,0.06812920690579612,0.029411764705882353,0.09090629002903192
241,WPLRec,400,1,0.1,0.029411764705882353,0.09090629002903192
242,WPLRec,400,1,0.1467799267622069,0.029411764705882353,0.09090629002903192
243,WPLRec,400,1,0.21544346900318834,0.029411764705882353,0.09090629002903192
244,WPLRec,400,1,0.31622776601683794,0.029411764705882353,0.08884283999787179
245,WPLRec,400,1,0.46415888336127775,0.0392156862745098,0.10861836838991996
246,WPLRec,400,1,0.6812920690579611,0.0392156862745098,0.10918175077019182
247,WPLRec,400,1,1.0,0.0392156862745098,0.10925980473065702
248,WPLRec,400,1,1.467799267622069,0.0392156862745098,0.10841846489748029
249,WPLRec,400,1,2.154434690031882,0.029411764705882353,0.0935647383822148
250,WPLRec,400,1,3.1622776601683795,0.029411764705882353,0.0935647383822148
251,WPLRec,400,1,4.6415888336127775,0.029411764705882353,0.09090629002903192
252,WPLRec,400,1,6.812920690579608,0.029411764705882353,0.09090629002903192
253,WPLRec,400,1,10.0,0.029411764705882353,0.09090629002903192
254,WPLRec,400,1,14.67799267622069,0.029411764705882353,0.06277622097567825
255,WPLRec,400,1,21.54434690031882,0.0196078431372549,0.047922494460412766
256,WPLRec,400,1,31.622776601683793,0.0196078431372549,0.04456117954579648
257,WPLRec,400,1,46.41588833612777,0.0196078431372549,0.060695873929507205
258,WPLRec,400,1,68.12920690579608,0.00980392156862745,0.04708519904532667
259,WPLRec,400,1,100.0,0.0196078431372549,0.04388151029498336
260,WPLRec,400,10,0.0,0.029411764705882353,0.09090629002903192
261,WPLRec,400,10,0.01,0.029411764705882353,0.09090629002903192
262,WPLRec,400,10,0.014677992676220698,0.029411764705882353,0.09090629002903192
263,WPLRec,400,10,0.021544346900318832,0.029411764705882353,0.09090629002903192
264,WPLRec,400,10,0.03162277660168379,0.029411764705882353,0.09090629002903192
265,WPLRec,400,10,0.046415888336127774,0.029411764705882353,0.09090629002903192
266,WPLRec,400,10,0.06812920690579612,0.029411764705882353,0.09090629002903192
267,WPLRec,400,10,0.1,0.029411764705882353,0.09090629002903192
268,WPLRec,400,10,0.1467799267622069,0.029411764705882353,0.09090629002903192
269,WPLRec,400,10,0.21544346900318834,0.029411764705882353,0.09090629002903192
270,WPLRec,400,10,0.31622776601683794,0.0392156862745098,0.10245351488205232
271,WPLRec,400,10,0.46415888336127775,0.0392156862745098,0.10861836838991996
272,WPLRec,400,10,0.6812920690579611,0.0392156862745098,0.10861836838991996
273,WPLRec,400,10,1.0,0.0392156862745098,0.10925980473065702
274,WPLRec,400,10,1.467799267622069,0.0392156862745098,0.10841846489748029
275,WPLRec,400,10,2.154434690031882,0.029411764705882353,0.0935647383822148
276,WPLRec,400,10,3.1622776601683795,0.029411764705882353,0.0935647383822148
277,WPLRec,400,10,4.6415888336127775,0.029411764705882353,0.09090629002903192
278,WPLRec,400,10,6.812920690579608,0.029411764705882353,0.09090629002903192
279,WPLRec,400,10,10.0,0.029411764705882353,0.09090629002903192
280,WPLRec,400,10,14.67799267622069,0.029411764705882353,0.06277622097567825
281,WPLRec,400,10,21.54434690031882,0.0196078431372549,0.047922494460412766
282,WPLRec,400,10,31.622776601683793,0.0196078431372549,0.04456117954579648
283,WPLRec,400,10,46.41588833612777,0.0196078431372549,0.04331812791471152
284,WPLRec,400,10,68.12920690579608,0.00980392156862745,0.04708519904532667
285,WPLRec,400,10,100.0,0.0196078431372549,0.04388151029498336
286,WPLRec,400,100,0.0,0.0392156862745098,0.11068181842108009
287,WPLRec,400,100,0.01,0.0392156862745098,0.11068181842108009
288,WPLRec,400,100,0.014677992676220698,0.0392156862745098,0.11068181842108009
289,WPLRec,400,100,0.021544346900318832,0.0392156862745098,0.11068181842108009
290,WPLRec,400,100,0.03162277660168379,0.0392156862745098,0.11068181842108009
291,WPLRec,400,100,0.046415888336127774,0.0392156862745098,0.11068181842108009
292,WPLRec,400,100,0.06812920690579612,0.0392156862745098,0.11068181842108009
293,WPLRec,400,100,0.1,0.0392156862745098,0.11068181842108009
294,WPLRec,400,100,0.1467799267622069,0.049019607843137254,0.12485587568553247
295,WPLRec,400,100,0.21544346900318834,0.049019607843137254,0.12485587568553247
296,WPLRec,400,100,0.31622776601683794,0.049019607843137254,0.12811998374715391
297,WPLRec,400,100,0.46415888336127775,0.0392156862745098,0.11124520080135195
298,WPLRec,400,100,0.6812920690579611,0.0392156862745098,0.10861836838991996
299,WPLRec,400,100,1.0,0.0392156862745098,0.10918175077019182
300,WPLRec,400,100,1.467799267622069,0.049019607843137254,0.12287047961483757
301,WPLRec,400,100,2.154434690031882,0.0392156862745098,0.10773879564666718
302,WPLRec,400,100,3.1622776601683795,0.0392156862745098,0.10918175077019182
303,WPLRec,400,100,4.6415888336127775,0.0392156862745098,0.10861836838991996
304,WPLRec,400,100,6.812920690579608,0.029411764705882353,0.09090629002903192
305,WPLRec,400,100,10.0,0.029411764705882353,0.09090629002903192
306,WPLRec,400,100,14.67799267622069,0.0392156862745098,0.08255579378581707
307,WPLRec,400,100,21.54434690031882,0.029411764705882353,0.0615331693445933
308,WPLRec,400,100,31.622776601683793,0.029411764705882353,0.06009021422106866
309,WPLRec,400,100,46.41588833612777,0.0196078431372549,0.04647953933688813
310,WPLRec,400,100,68.12920690579608,0.0196078431372549,0.060695873929507205
311,WPLRec,400,100,100.0,0.0196078431372549,0.04331812791471152
