model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDAE,50,1,1E-06,300,Cosine,0.2,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0229, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0523, 0.0029]"
CDAE,50,1,1E-06,300,Cosine,0.3,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0028, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0222, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0524, 0.0029]"
CDAE,50,1,1E-06,300,Cosine,0.4,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0229, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0522, 0.0029]"
CDAE,50,1,1E-06,300,Cosine,0.5,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0028, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0222, 0.0019]","[0.0283, 0.0022]","[0.011, 0.0013]","[0.0522, 0.0029]"
CDAE,100,1,1E-06,300,Cosine,0.2,1,,"[0.0199, 0.0013]","[0.003, 0.0003]","[0.0028, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.0019, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0222, 0.0019]","[0.0292, 0.0022]","[0.011, 0.0013]","[0.0519, 0.0029]"
CDAE,100,1,1E-06,300,Cosine,0.3,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0028, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0222, 0.0019]","[0.0283, 0.0022]","[0.011, 0.0013]","[0.0523, 0.0029]"
CDAE,100,1,1E-06,300,Cosine,0.4,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0028, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0222, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0522, 0.0029]"
CDAE,100,1,1E-06,300,Cosine,0.5,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0028, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0222, 0.0019]","[0.0283, 0.0022]","[0.011, 0.0013]","[0.0523, 0.0029]"
CDAE,200,1,1E-06,300,Cosine,0.2,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0231, 0.002]","[0.0292, 0.0022]","[0.0109, 0.0013]","[0.0524, 0.0029]"
CDAE,200,1,1E-06,300,Cosine,0.3,1,,"[0.0199, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0229, 0.0019]","[0.0287, 0.0022]","[0.0108, 0.0013]","[0.052, 0.0029]"
CDAE,200,1,1E-06,300,Cosine,0.4,1,,"[0.0199, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0161, 0.0016]","[0.0229, 0.0019]","[0.0283, 0.0022]","[0.011, 0.0013]","[0.0521, 0.0029]"
CDAE,200,1,1E-06,300,Cosine,0.5,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0041, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0229, 0.0019]","[0.0284, 0.0022]","[0.011, 0.0013]","[0.0522, 0.0029]"
CDAE,50,1,1E-05,300,Cosine,0.3,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.0019, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0228, 0.0019]","[0.0283, 0.0022]","[0.0108, 0.0013]","[0.0523, 0.0029]"
CDAE,50,1,0.0001,300,Cosine,0.3,1,,"[0.0201, 0.0013]","[0.0033, 0.0003]","[0.0028, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0178, 0.0017]","[0.0228, 0.0019]","[0.0289, 0.0022]","[0.0108, 0.0013]","[0.0523, 0.0029]"
CDAE,50,1,0.001,300,Cosine,0.3,1,,"[0.02, 0.0013]","[0.0035, 0.0003]","[0.0031, 0.0002]","[0.0027, 0.0002]","[0.0046, 0.0005]","[0.0019, 0.0001]","[0.0061, 0.0009]","[0.0192, 0.0018]","[0.0252, 0.002]","[0.0297, 0.0022]","[0.0126, 0.0014]","[0.0503, 0.0029]"
CDAE,50,1,0.01,300,Cosine,0.3,1,,"[0.0177, 0.0012]","[0.0027, 0.0003]","[0.0025, 0.0002]","[0.0023, 0.0002]","[0.0024, 0.0003]","[0.0019, 0.0001]","[0.0045, 0.0008]","[0.0144, 0.0015]","[0.02, 0.0018]","[0.0242, 0.002]","[0.0065, 0.001]","[0.0496, 0.0028]"
CDAE,50,1,0.1,300,Cosine,0.3,1,,"[0.0189, 0.0013]","[0.0025, 0.0002]","[0.0025, 0.0002]","[0.0025, 0.0002]","[0.0041, 0.0004]","[0.0018, 0.0001]","[0.006, 0.0009]","[0.0135, 0.0015]","[0.0196, 0.0018]","[0.0267, 0.0021]","[0.0109, 0.0013]","[0.0488, 0.0028]"
CDAE,100,1,1E-05,300,Cosine,0.3,1,,"[0.0201, 0.0013]","[0.0031, 0.0003]","[0.0028, 0.0002]","[0.0026, 0.0002]","[0.0039, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0162, 0.0016]","[0.0228, 0.0019]","[0.0286, 0.0022]","[0.0107, 0.0013]","[0.0526, 0.0029]"
CDAE,100,1,0.0001,300,Cosine,0.3,1,,"[0.0199, 0.0013]","[0.0033, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.0019, 0.0001]","[0.006, 0.0009]","[0.0178, 0.0017]","[0.0235, 0.002]","[0.0289, 0.0022]","[0.0111, 0.0014]","[0.0514, 0.0029]"
CDAE,100,1,0.001,300,Cosine,0.3,1,,"[0.0198, 0.0013]","[0.0035, 0.0003]","[0.0029, 0.0002]","[0.0025, 0.0002]","[0.0047, 0.0005]","[0.0019, 0.0001]","[0.0061, 0.0009]","[0.0184, 0.0017]","[0.0239, 0.002]","[0.0276, 0.0021]","[0.0126, 0.0014]","[0.0501, 0.0029]"
CDAE,100,1,0.01,300,Cosine,0.3,1,,"[0.0172, 0.0012]","[0.0027, 0.0003]","[0.0025, 0.0002]","[0.0023, 0.0002]","[0.0017, 0.0003]","[0.0018, 0.0001]","[0.0045, 0.0008]","[0.0148, 0.0016]","[0.0206, 0.0018]","[0.0246, 0.002]","[0.0046, 0.0009]","[0.0475, 0.0028]"
CDAE,100,1,0.1,300,Cosine,0.3,1,,"[0.0189, 0.0013]","[0.0025, 0.0002]","[0.0025, 0.0002]","[0.0025, 0.0002]","[0.0041, 0.0004]","[0.0018, 0.0001]","[0.006, 0.0009]","[0.0135, 0.0015]","[0.0196, 0.0018]","[0.0267, 0.0021]","[0.0109, 0.0013]","[0.0489, 0.0028]"
CDAE,200,1,1E-05,300,Cosine,0.3,1,,"[0.0199, 0.0013]","[0.0031, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0039, 0.0004]","[0.0019, 0.0001]","[0.006, 0.0009]","[0.0162, 0.0016]","[0.023, 0.0019]","[0.0282, 0.0022]","[0.0107, 0.0013]","[0.0521, 0.0029]"
CDAE,200,1,0.0001,300,Cosine,0.3,1,,"[0.0206, 0.0013]","[0.0034, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.0046, 0.0005]","[0.002, 0.0001]","[0.0061, 0.0009]","[0.0187, 0.0018]","[0.0245, 0.002]","[0.0294, 0.0022]","[0.0126, 0.0014]","[0.0533, 0.003]"
CDAE,200,1,0.001,300,Cosine,0.3,1,,"[0.0189, 0.0013]","[0.0028, 0.0003]","[0.0025, 0.0002]","[0.0024, 0.0002]","[0.0044, 0.0005]","[0.0018, 0.0001]","[0.006, 0.0009]","[0.0146, 0.0015]","[0.0205, 0.0018]","[0.026, 0.0021]","[0.012, 0.0014]","[0.0482, 0.0028]"
CDAE,200,1,0.01,300,Cosine,0.3,1,,"[0.0112, 0.0007]","[0.0016, 0.0002]","[0.0015, 0.0002]","[0.0016, 0.0001]","[0.0017, 0.0003]","[0.0014, 0.0001]","[0.0005, 0.0002]","[0.0089, 0.0012]","[0.012, 0.0014]","[0.0173, 0.0017]","[0.0047, 0.0009]","[0.0378, 0.0025]"
CDAE,200,1,0.1,300,Cosine,0.3,1,,"[0.0189, 0.0013]","[0.0025, 0.0002]","[0.0025, 0.0002]","[0.0025, 0.0002]","[0.0041, 0.0004]","[0.0018, 0.0001]","[0.006, 0.0009]","[0.0135, 0.0015]","[0.0196, 0.0018]","[0.0267, 0.0021]","[0.0109, 0.0013]","[0.0488, 0.0028]"
CDAE,50,1,1E-05,300,Cosine,0.4,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0041, 0.0004]","[0.0019, 0.0001]","[0.006, 0.0009]","[0.0164, 0.0016]","[0.0229, 0.0019]","[0.029, 0.0022]","[0.011, 0.0013]","[0.0522, 0.0029]"
CDAE,50,1,0.0001,300,Cosine,0.4,1,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0164, 0.0016]","[0.023, 0.0019]","[0.0285, 0.0022]","[0.0108, 0.0013]","[0.0521, 0.0029]"
CDAE,50,1,0.001,300,Cosine,0.4,1,,"[0.0199, 0.0013]","[0.0034, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0047, 0.0005]","[0.0019, 0.0001]","[0.0061, 0.0009]","[0.0191, 0.0018]","[0.0238, 0.002]","[0.0294, 0.0022]","[0.0126, 0.0014]","[0.0503, 0.0029]"
CDAE,50,1,0.01,300,Cosine,0.4,1,,"[0.0176, 0.0012]","[0.0027, 0.0003]","[0.0024, 0.0002]","[0.0023, 0.0002]","[0.0017, 0.0003]","[0.0018, 0.0001]","[0.0045, 0.0008]","[0.0143, 0.0015]","[0.0198, 0.0018]","[0.0244, 0.002]","[0.0046, 0.0009]","[0.0499, 0.0029]"
CDAE,50,1,0.1,300,Cosine,0.4,1,,"[0.0187, 0.0013]","[0.0025, 0.0002]","[0.0025, 0.0002]","[0.0024, 0.0002]","[0.0038, 0.0004]","[0.0018, 0.0001]","[0.006, 0.0009]","[0.0135, 0.0015]","[0.0196, 0.0018]","[0.026, 0.0021]","[0.0102, 0.0013]","[0.0484, 0.0028]"
CDAE,100,1,1E-05,300,Cosine,0.4,1,,"[0.0201, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0039, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0164, 0.0016]","[0.023, 0.0019]","[0.0289, 0.0022]","[0.0107, 0.0013]","[0.0527, 0.003]"
CDAE,100,1,0.0001,300,Cosine,0.4,1,,"[0.0201, 0.0013]","[0.0033, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.004, 0.0004]","[0.0019, 0.0001]","[0.006, 0.0009]","[0.0176, 0.0017]","[0.0234, 0.002]","[0.0288, 0.0022]","[0.011, 0.0014]","[0.0519, 0.0029]"
CDAE,100,1,0.001,300,Cosine,0.4,1,,"[0.0197, 0.0013]","[0.0034, 0.0003]","[0.0027, 0.0002]","[0.0024, 0.0002]","[0.0046, 0.0005]","[0.0019, 0.0001]","[0.006, 0.0009]","[0.0182, 0.0017]","[0.0219, 0.0019]","[0.0259, 0.0021]","[0.0126, 0.0014]","[0.0504, 0.0029]"
