model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
AutoRec,50,1,1e-05,300,Cosine,0,1.0,,"[0.02, 0.0013]","[0.003, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0039, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0164, 0.0016]","[0.023, 0.0019]","[0.029, 0.0022]","[0.0107, 0.0013]","[0.0525, 0.0029]"
AutoRec,50,1,0.0001,300,Cosine,0,1.0,,"[0.0201, 0.0013]","[0.0033, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0039, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0178, 0.0017]","[0.0235, 0.002]","[0.029, 0.0022]","[0.0107, 0.0013]","[0.0525, 0.0029]"
AutoRec,50,1,0.001,300,Cosine,0,1.0,,"[0.0202, 0.0013]","[0.0035, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.0047, 0.0005]","[0.0019, 0.0001]","[0.0061, 0.0009]","[0.0192, 0.0018]","[0.0248, 0.002]","[0.0297, 0.0022]","[0.0126, 0.0014]","[0.0516, 0.0029]"
AutoRec,50,1,0.01,300,Cosine,0,1.0,,"[0.0176, 0.0012]","[0.0027, 0.0003]","[0.0023, 0.0002]","[0.0023, 0.0002]","[0.0029, 0.0004]","[0.0018, 0.0001]","[0.0046, 0.0008]","[0.0144, 0.0015]","[0.0191, 0.0018]","[0.0244, 0.002]","[0.0079, 0.0011]","[0.0485, 0.0028]"
AutoRec,50,1,0.1,300,Cosine,0,1.0,,"[0.0176, 0.0012]","[0.0025, 0.0002]","[0.0022, 0.0002]","[0.0022, 0.0002]","[0.0031, 0.0004]","[0.0018, 0.0001]","[0.0047, 0.0008]","[0.0133, 0.0015]","[0.018, 0.0017]","[0.0235, 0.002]","[0.0084, 0.0012]","[0.0482, 0.0028]"
AutoRec,100,1,1e-05,300,Cosine,0,1.0,,"[0.0201, 0.0013]","[0.0033, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0039, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0178, 0.0017]","[0.023, 0.0019]","[0.0288, 0.0022]","[0.0107, 0.0013]","[0.0526, 0.0029]"
AutoRec,100,1,0.0001,300,Cosine,0,1.0,,"[0.0202, 0.0013]","[0.0034, 0.0003]","[0.003, 0.0002]","[0.0027, 0.0002]","[0.0045, 0.0005]","[0.0019, 0.0001]","[0.0061, 0.0009]","[0.0185, 0.0018]","[0.0245, 0.002]","[0.0293, 0.0022]","[0.0121, 0.0014]","[0.0515, 0.0029]"
AutoRec,100,1,0.001,300,Cosine,0,1.0,,"[0.0197, 0.0013]","[0.0035, 0.0003]","[0.003, 0.0002]","[0.0026, 0.0002]","[0.0047, 0.0005]","[0.0018, 0.0001]","[0.006, 0.0009]","[0.0188, 0.0017]","[0.025, 0.002]","[0.0288, 0.0022]","[0.0125, 0.0014]","[0.0492, 0.0028]"
AutoRec,100,1,0.01,300,Cosine,0,1.0,,"[0.0165, 0.0012]","[0.0027, 0.0003]","[0.0024, 0.0002]","[0.0023, 0.0002]","[0.0017, 0.0003]","[0.0017, 0.0001]","[0.0045, 0.0008]","[0.0147, 0.0016]","[0.0192, 0.0018]","[0.025, 0.002]","[0.0046, 0.0009]","[0.0444, 0.0027]"
AutoRec,100,1,0.1,300,Cosine,0,1.0,,"[0.0173, 0.0012]","[0.0022, 0.0002]","[0.0022, 0.0002]","[0.0022, 0.0002]","[0.0031, 0.0004]","[0.0018, 0.0001]","[0.0046, 0.0008]","[0.0115, 0.0014]","[0.018, 0.0017]","[0.0235, 0.002]","[0.0084, 0.0012]","[0.0482, 0.0028]"
