model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCE-PLRec,50,1,10,10,Cosine,0,1.0,,"[0.0376, 0.0018]","[0.0066, 0.0004]","[0.0058, 0.0003]","[0.0053, 0.0003]","[0.0085, 0.0007]","[0.0035, 0.0001]","[0.0115, 0.0013]","[0.0359, 0.0025]","[0.0467, 0.0028]","[0.0569, 0.0031]","[0.0238, 0.002]","[0.0929, 0.0039]"
NCE-PLRec,50,1,10,10,Cosine,0,1.1,,"[0.0385, 0.0019]","[0.0067, 0.0004]","[0.0059, 0.0003]","[0.0054, 0.0003]","[0.0087, 0.0007]","[0.0036, 0.0001]","[0.0122, 0.0013]","[0.0362, 0.0025]","[0.0469, 0.0028]","[0.0573, 0.0031]","[0.0243, 0.002]","[0.0951, 0.0039]"
NCE-PLRec,50,1,10,10,Cosine,0,1.2,,"[0.0393, 0.0019]","[0.0071, 0.0004]","[0.0061, 0.0003]","[0.0055, 0.0003]","[0.0089, 0.0007]","[0.0036, 0.0001]","[0.0125, 0.0014]","[0.0382, 0.0025]","[0.049, 0.0029]","[0.0589, 0.0031]","[0.0247, 0.0021]","[0.096, 0.0039]"
NCE-PLRec,50,1,10,10,Cosine,0,1.3,,"[0.0398, 0.0019]","[0.0072, 0.0004]","[0.0062, 0.0003]","[0.0055, 0.0003]","[0.0089, 0.0007]","[0.0037, 0.0001]","[0.0127, 0.0014]","[0.0388, 0.0025]","[0.0499, 0.0029]","[0.0587, 0.0031]","[0.0246, 0.002]","[0.0981, 0.004]"
NCE-PLRec,50,1,100,10,Cosine,0,0.7,,"[0.0362, 0.0018]","[0.0063, 0.0004]","[0.0056, 0.0003]","[0.005, 0.0003]","[0.0079, 0.0006]","[0.0034, 0.0001]","[0.0116, 0.0013]","[0.0341, 0.0024]","[0.045, 0.0028]","[0.0542, 0.003]","[0.0223, 0.002]","[0.0898, 0.0038]"
NCE-PLRec,50,1,100,10,Cosine,0,0.8,,"[0.0366, 0.0018]","[0.0064, 0.0004]","[0.0057, 0.0003]","[0.0051, 0.0003]","[0.0081, 0.0006]","[0.0034, 0.0001]","[0.0113, 0.0013]","[0.0347, 0.0024]","[0.0457, 0.0028]","[0.055, 0.003]","[0.0227, 0.002]","[0.0907, 0.0038]"
NCE-PLRec,50,1,100,10,Cosine,0,0.9,,"[0.0368, 0.0018]","[0.0066, 0.0004]","[0.0057, 0.0003]","[0.0052, 0.0003]","[0.0085, 0.0007]","[0.0034, 0.0001]","[0.0116, 0.0013]","[0.0353, 0.0024]","[0.0459, 0.0028]","[0.0559, 0.003]","[0.0237, 0.002]","[0.0905, 0.0038]"
NCE-PLRec,50,1,100,10,Cosine,0,1.0,,"[0.0376, 0.0018]","[0.0066, 0.0004]","[0.0058, 0.0003]","[0.0053, 0.0003]","[0.0085, 0.0007]","[0.0035, 0.0001]","[0.0115, 0.0013]","[0.0361, 0.0025]","[0.0468, 0.0028]","[0.0569, 0.0031]","[0.0238, 0.002]","[0.093, 0.0039]"
NCE-PLRec,50,1,100,10,Cosine,0,1.1,,"[0.0385, 0.0019]","[0.0067, 0.0004]","[0.0059, 0.0003]","[0.0054, 0.0003]","[0.0087, 0.0007]","[0.0036, 0.0001]","[0.0122, 0.0014]","[0.0362, 0.0025]","[0.0471, 0.0028]","[0.0575, 0.0031]","[0.0243, 0.002]","[0.0953, 0.0039]"
NCE-PLRec,50,1,100,10,Cosine,0,1.2,,"[0.0394, 0.0019]","[0.0071, 0.0004]","[0.0061, 0.0003]","[0.0055, 0.0003]","[0.009, 0.0007]","[0.0036, 0.0001]","[0.0127, 0.0014]","[0.0382, 0.0025]","[0.0489, 0.0029]","[0.0587, 0.0031]","[0.0248, 0.0021]","[0.0961, 0.0039]"
NCE-PLRec,50,1,100,10,Cosine,0,1.3,,"[0.0399, 0.0019]","[0.0072, 0.0004]","[0.0062, 0.0003]","[0.0055, 0.0003]","[0.0089, 0.0007]","[0.0037, 0.0001]","[0.0127, 0.0014]","[0.0388, 0.0025]","[0.0499, 0.0029]","[0.0589, 0.0031]","[0.0246, 0.002]","[0.0982, 0.004]"
NCE-PLRec,50,1,1000,10,Cosine,0,0.7,,"[0.0366, 0.0018]","[0.0064, 0.0004]","[0.0056, 0.0003]","[0.0051, 0.0003]","[0.0079, 0.0006]","[0.0034, 0.0001]","[0.0118, 0.0013]","[0.0344, 0.0024]","[0.0449, 0.0028]","[0.0544, 0.003]","[0.0224, 0.002]","[0.0907, 0.0038]"
NCE-PLRec,50,1,1000,10,Cosine,0,0.8,,"[0.0368, 0.0018]","[0.0064, 0.0004]","[0.0057, 0.0003]","[0.0052, 0.0003]","[0.0081, 0.0006]","[0.0035, 0.0001]","[0.0114, 0.0013]","[0.0346, 0.0024]","[0.046, 0.0028]","[0.0555, 0.003]","[0.0228, 0.002]","[0.0909, 0.0038]"
NCE-PLRec,50,1,1000,10,Cosine,0,0.9,,"[0.0372, 0.0018]","[0.0066, 0.0004]","[0.0057, 0.0003]","[0.0053, 0.0003]","[0.0085, 0.0007]","[0.0035, 0.0001]","[0.0117, 0.0013]","[0.0357, 0.0024]","[0.0458, 0.0028]","[0.0566, 0.0031]","[0.0236, 0.002]","[0.0914, 0.0038]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.0,,"[0.0378, 0.0018]","[0.0065, 0.0004]","[0.0058, 0.0003]","[0.0054, 0.0003]","[0.0084, 0.0006]","[0.0036, 0.0001]","[0.0115, 0.0013]","[0.0358, 0.0025]","[0.0469, 0.0028]","[0.0577, 0.0031]","[0.0236, 0.002]","[0.0937, 0.0039]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.1,,"[0.0388, 0.0018]","[0.0067, 0.0004]","[0.0059, 0.0003]","[0.0055, 0.0003]","[0.0087, 0.0007]","[0.0036, 0.0001]","[0.0122, 0.0013]","[0.0362, 0.0025]","[0.0472, 0.0028]","[0.058, 0.0031]","[0.0243, 0.002]","[0.0965, 0.0039]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.2,,"[0.0396, 0.0019]","[0.0071, 0.0004]","[0.0062, 0.0003]","[0.0056, 0.0003]","[0.0089, 0.0007]","[0.0037, 0.0001]","[0.0127, 0.0014]","[0.038, 0.0025]","[0.0494, 0.0029]","[0.0591, 0.0031]","[0.0243, 0.002]","[0.0977, 0.004]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.3,,"[0.0402, 0.0019]","[0.0072, 0.0004]","[0.0062, 0.0003]","[0.0056, 0.0003]","[0.0091, 0.0007]","[0.0037, 0.0002]","[0.0125, 0.0014]","[0.0388, 0.0025]","[0.0503, 0.0029]","[0.0597, 0.0031]","[0.025, 0.0021]","[0.0993, 0.004]"
NCE-PLRec,50,1,10000,10,Cosine,0,0.7,,"[0.0378, 0.0018]","[0.0067, 0.0004]","[0.0058, 0.0003]","[0.0053, 0.0003]","[0.0083, 0.0006]","[0.0036, 0.0001]","[0.0117, 0.0013]","[0.036, 0.0025]","[0.0471, 0.0028]","[0.0563, 0.003]","[0.0231, 0.002]","[0.0948, 0.0039]"
NCE-PLRec,50,1,10000,10,Cosine,0,0.8,,"[0.0382, 0.0018]","[0.0067, 0.0004]","[0.0058, 0.0003]","[0.0053, 0.0003]","[0.0085, 0.0007]","[0.0036, 0.0001]","[0.0113, 0.0013]","[0.0359, 0.0024]","[0.0469, 0.0028]","[0.0565, 0.003]","[0.0237, 0.002]","[0.0955, 0.0039]"
NCE-PLRec,50,1,10000,10,Cosine,0,0.9,,"[0.0385, 0.0018]","[0.0067, 0.0004]","[0.0059, 0.0003]","[0.0054, 0.0003]","[0.0086, 0.0007]","[0.0037, 0.0001]","[0.0116, 0.0013]","[0.0358, 0.0024]","[0.0471, 0.0028]","[0.0575, 0.0031]","[0.0242, 0.002]","[0.0961, 0.0039]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.0,,"[0.0388, 0.0018]","[0.0068, 0.0004]","[0.0061, 0.0003]","[0.0055, 0.0003]","[0.0087, 0.0007]","[0.0037, 0.0001]","[0.0115, 0.0013]","[0.037, 0.0025]","[0.0486, 0.0028]","[0.0591, 0.0031]","[0.0242, 0.002]","[0.0981, 0.004]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.1,,"[0.0398, 0.0019]","[0.0069, 0.0004]","[0.0061, 0.0003]","[0.0056, 0.0003]","[0.0089, 0.0007]","[0.0038, 0.0001]","[0.0121, 0.0013]","[0.0374, 0.0025]","[0.0488, 0.0028]","[0.0593, 0.0031]","[0.0244, 0.002]","[0.0999, 0.004]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.2,,"[0.0405, 0.0019]","[0.0071, 0.0004]","[0.0063, 0.0003]","[0.0057, 0.0003]","[0.0089, 0.0007]","[0.0038, 0.0002]","[0.0127, 0.0014]","[0.0381, 0.0025]","[0.0508, 0.0029]","[0.0606, 0.0032]","[0.0242, 0.002]","[0.1008, 0.004]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.3,,"[0.04, 0.0018]","[0.0073, 0.0004]","[0.0064, 0.0003]","[0.0057, 0.0003]","[0.0089, 0.0007]","[0.0038, 0.0002]","[0.0118, 0.0013]","[0.0391, 0.0025]","[0.0519, 0.0029]","[0.061, 0.0032]","[0.0243, 0.002]","[0.1012, 0.004]"
NCE-PLRec,100,1,1,10,Cosine,0,0.7,,"[0.0393, 0.0019]","[0.0074, 0.0004]","[0.0061, 0.0003]","[0.0053, 0.0003]","[0.0096, 0.0007]","[0.0034, 0.0001]","[0.0143, 0.0015]","[0.0408, 0.0026]","[0.0501, 0.0029]","[0.0585, 0.0031]","[0.0271, 0.0021]","[0.0905, 0.0038]"
NCE-PLRec,100,1,1,10,Cosine,0,0.8,,"[0.0396, 0.0019]","[0.0075, 0.0004]","[0.0061, 0.0003]","[0.0053, 0.0003]","[0.0097, 0.0007]","[0.0034, 0.0001]","[0.0139, 0.0014]","[0.0414, 0.0027]","[0.0504, 0.0029]","[0.0589, 0.0032]","[0.0274, 0.0022]","[0.0926, 0.0039]"
NCE-PLRec,100,1,1,10,Cosine,0,0.9,,"[0.0401, 0.002]","[0.0075, 0.0004]","[0.0061, 0.0003]","[0.0054, 0.0003]","[0.0098, 0.0007]","[0.0034, 0.0001]","[0.0143, 0.0015]","[0.0418, 0.0027]","[0.0505, 0.0029]","[0.0597, 0.0032]","[0.0277, 0.0022]","[0.0933, 0.0039]"
NCE-PLRec,100,1,1,10,Cosine,0,1.0,,"[0.0405, 0.002]","[0.0073, 0.0004]","[0.0062, 0.0003]","[0.0055, 0.0003]","[0.0098, 0.0007]","[0.0035, 0.0001]","[0.0143, 0.0015]","[0.0407, 0.0026]","[0.051, 0.0029]","[0.0607, 0.0032]","[0.0276, 0.0022]","[0.0954, 0.0039]"
NCE-PLRec,100,1,1,10,Cosine,0,1.1,,"[0.0415, 0.002]","[0.0074, 0.0004]","[0.0063, 0.0003]","[0.0056, 0.0003]","[0.0099, 0.0007]","[0.0036, 0.0001]","[0.0148, 0.0015]","[0.041, 0.0026]","[0.052, 0.003]","[0.0618, 0.0032]","[0.0279, 0.0022]","[0.0984, 0.004]"
NCE-PLRec,100,1,1,10,Cosine,0,1.2,,"[0.0424, 0.002]","[0.0077, 0.0005]","[0.0065, 0.0004]","[0.0058, 0.0003]","[0.0102, 0.0007]","[0.0037, 0.0001]","[0.0147, 0.0015]","[0.0425, 0.0027]","[0.0541, 0.003]","[0.0634, 0.0033]","[0.0282, 0.0022]","[0.1006, 0.004]"
NCE-PLRec,100,1,1,10,Cosine,0,1.3,,"[0.0436, 0.002]","[0.0081, 0.0005]","[0.0068, 0.0004]","[0.006, 0.0003]","[0.0105, 0.0007]","[0.0038, 0.0001]","[0.0153, 0.0015]","[0.0442, 0.0027]","[0.0555, 0.0031]","[0.0647, 0.0033]","[0.0291, 0.0022]","[0.1025, 0.0041]"
NCE-PLRec,100,1,10,10,Cosine,0,0.7,,"[0.0393, 0.0019]","[0.0074, 0.0004]","[0.006, 0.0003]","[0.0053, 0.0003]","[0.0096, 0.0007]","[0.0034, 0.0001]","[0.0143, 0.0015]","[0.0408, 0.0026]","[0.05, 0.0029]","[0.0585, 0.0031]","[0.0271, 0.0021]","[0.0904, 0.0038]"
NCE-PLRec,100,1,10,10,Cosine,0,0.8,,"[0.0396, 0.0019]","[0.0075, 0.0004]","[0.0061, 0.0003]","[0.0053, 0.0003]","[0.0097, 0.0007]","[0.0034, 0.0001]","[0.0139, 0.0014]","[0.0414, 0.0027]","[0.0504, 0.0029]","[0.0589, 0.0032]","[0.0274, 0.0022]","[0.0926, 0.0039]"
NCE-PLRec,100,1,10,10,Cosine,0,0.9,,"[0.0401, 0.002]","[0.0075, 0.0004]","[0.0061, 0.0003]","[0.0054, 0.0003]","[0.0098, 0.0007]","[0.0034, 0.0001]","[0.0144, 0.0015]","[0.0418, 0.0027]","[0.0505, 0.0029]","[0.0597, 0.0032]","[0.0277, 0.0022]","[0.0933, 0.0039]"
NCE-PLRec,100,1,10,10,Cosine,0,1.0,,"[0.0406, 0.002]","[0.0073, 0.0004]","[0.0062, 0.0003]","[0.0055, 0.0003]","[0.0098, 0.0007]","[0.0035, 0.0001]","[0.0143, 0.0015]","[0.0407, 0.0026]","[0.051, 0.0029]","[0.0607, 0.0032]","[0.0277, 0.0022]","[0.0956, 0.0039]"
NCE-PLRec,100,1,10,10,Cosine,0,1.1,,"[0.0415, 0.002]","[0.0074, 0.0004]","[0.0063, 0.0003]","[0.0056, 0.0003]","[0.0099, 0.0007]","[0.0036, 0.0001]","[0.0148, 0.0015]","[0.041, 0.0026]","[0.0521, 0.003]","[0.0617, 0.0032]","[0.0279, 0.0022]","[0.0986, 0.004]"
NCE-PLRec,100,1,10,10,Cosine,0,1.2,,"[0.0424, 0.002]","[0.0077, 0.0005]","[0.0065, 0.0003]","[0.0058, 0.0003]","[0.0102, 0.0007]","[0.0037, 0.0001]","[0.0147, 0.0015]","[0.0425, 0.0027]","[0.0541, 0.003]","[0.0633, 0.0033]","[0.0281, 0.0022]","[0.1007, 0.004]"
NCE-PLRec,100,1,10,10,Cosine,0,1.3,,"[0.0436, 0.002]","[0.0081, 0.0005]","[0.0068, 0.0004]","[0.006, 0.0003]","[0.0106, 0.0007]","[0.0038, 0.0001]","[0.0153, 0.0015]","[0.0442, 0.0027]","[0.0554, 0.0031]","[0.0646, 0.0033]","[0.0293, 0.0022]","[0.1026, 0.0041]"
NCE-PLRec,100,1,100,10,Cosine,0,0.7,,"[0.0393, 0.0019]","[0.0074, 0.0004]","[0.006, 0.0003]","[0.0053, 0.0003]","[0.0096, 0.0007]","[0.0034, 0.0001]","[0.0142, 0.0015]","[0.0408, 0.0026]","[0.0501, 0.0029]","[0.0587, 0.0031]","[0.0273, 0.0022]","[0.0905, 0.0038]"
NCE-PLRec,100,1,100,10,Cosine,0,0.8,,"[0.0396, 0.0019]","[0.0075, 0.0004]","[0.0061, 0.0003]","[0.0053, 0.0003]","[0.0096, 0.0007]","[0.0034, 0.0001]","[0.0139, 0.0014]","[0.0416, 0.0027]","[0.0503, 0.0029]","[0.0591, 0.0032]","[0.0273, 0.0022]","[0.0925, 0.0039]"
NCE-PLRec,100,1,100,10,Cosine,0,0.9,,"[0.0402, 0.002]","[0.0075, 0.0005]","[0.0061, 0.0003]","[0.0054, 0.0003]","[0.0098, 0.0007]","[0.0035, 0.0001]","[0.0145, 0.0015]","[0.042, 0.0027]","[0.0507, 0.0029]","[0.06, 0.0032]","[0.0278, 0.0022]","[0.0935, 0.0039]"
NCE-PLRec,100,1,100,10,Cosine,0,1.0,,"[0.0406, 0.002]","[0.0073, 0.0004]","[0.0062, 0.0003]","[0.0055, 0.0003]","[0.0098, 0.0007]","[0.0035, 0.0001]","[0.0144, 0.0015]","[0.0408, 0.0026]","[0.0513, 0.0029]","[0.0609, 0.0032]","[0.0276, 0.0022]","[0.0958, 0.0039]"
NCE-PLRec,100,1,100,10,Cosine,0,1.1,,"[0.0416, 0.002]","[0.0074, 0.0004]","[0.0063, 0.0003]","[0.0056, 0.0003]","[0.01, 0.0007]","[0.0036, 0.0001]","[0.0148, 0.0015]","[0.0409, 0.0026]","[0.0523, 0.003]","[0.0619, 0.0032]","[0.0279, 0.0022]","[0.0987, 0.004]"
NCE-PLRec,100,1,100,10,Cosine,0,1.2,,"[0.0425, 0.002]","[0.0078, 0.0005]","[0.0065, 0.0003]","[0.0058, 0.0003]","[0.0102, 0.0007]","[0.0037, 0.0001]","[0.0148, 0.0015]","[0.0427, 0.0027]","[0.0541, 0.003]","[0.0633, 0.0033]","[0.0283, 0.0022]","[0.1009, 0.004]"
NCE-PLRec,100,1,100,10,Cosine,0,1.3,,"[0.0437, 0.002]","[0.0081, 0.0005]","[0.0068, 0.0004]","[0.006, 0.0003]","[0.0106, 0.0007]","[0.0038, 0.0002]","[0.0154, 0.0015]","[0.0442, 0.0027]","[0.0556, 0.0031]","[0.0652, 0.0033]","[0.0292, 0.0022]","[0.1031, 0.0041]"
NCE-PLRec,100,1,1000,10,Cosine,0,0.7,,"[0.0398, 0.0019]","[0.0075, 0.0004]","[0.0061, 0.0003]","[0.0054, 0.0003]","[0.0096, 0.0007]","[0.0034, 0.0001]","[0.0141, 0.0015]","[0.0413, 0.0026]","[0.0507, 0.0029]","[0.0593, 0.0032]","[0.0273, 0.0022]","[0.0927, 0.0039]"
NCE-PLRec,100,1,1000,10,Cosine,0,0.8,,"[0.0402, 0.0019]","[0.0075, 0.0005]","[0.0062, 0.0003]","[0.0054, 0.0003]","[0.0096, 0.0007]","[0.0035, 0.0001]","[0.0141, 0.0014]","[0.0417, 0.0027]","[0.0512, 0.0029]","[0.0601, 0.0032]","[0.027, 0.0021]","[0.0941, 0.0039]"
NCE-PLRec,100,1,1000,10,Cosine,0,0.9,,"[0.0408, 0.002]","[0.0076, 0.0005]","[0.0062, 0.0003]","[0.0055, 0.0003]","[0.0098, 0.0007]","[0.0036, 0.0001]","[0.0145, 0.0015]","[0.0416, 0.0027]","[0.0514, 0.003]","[0.0607, 0.0032]","[0.0278, 0.0022]","[0.0958, 0.0039]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.0,,"[0.0412, 0.002]","[0.0074, 0.0005]","[0.0063, 0.0003]","[0.0056, 0.0003]","[0.0099, 0.0007]","[0.0036, 0.0001]","[0.0144, 0.0015]","[0.0415, 0.0027]","[0.0519, 0.003]","[0.0617, 0.0032]","[0.0277, 0.0022]","[0.0973, 0.004]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.1,,"[0.0422, 0.002]","[0.0076, 0.0005]","[0.0065, 0.0003]","[0.0057, 0.0003]","[0.01, 0.0007]","[0.0037, 0.0001]","[0.0151, 0.0015]","[0.0418, 0.0027]","[0.0531, 0.003]","[0.0624, 0.0032]","[0.0278, 0.0022]","[0.1005, 0.004]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.2,,"[0.0431, 0.002]","[0.0079, 0.0005]","[0.0067, 0.0004]","[0.0059, 0.0003]","[0.0102, 0.0007]","[0.0039, 0.0002]","[0.015, 0.0015]","[0.0433, 0.0027]","[0.0546, 0.003]","[0.0643, 0.0033]","[0.0281, 0.0022]","[0.1033, 0.0041]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.3,,"[0.0441, 0.002]","[0.0082, 0.0005]","[0.007, 0.0004]","[0.0061, 0.0003]","[0.0106, 0.0007]","[0.004, 0.0002]","[0.015, 0.0015]","[0.0446, 0.0027]","[0.057, 0.0031]","[0.0657, 0.0033]","[0.0294, 0.0022]","[0.1052, 0.0041]"
NCE-PLRec,100,1,10000,10,Cosine,0,0.7,,"[0.0426, 0.002]","[0.0077, 0.0005]","[0.0066, 0.0004]","[0.0059, 0.0003]","[0.0098, 0.0007]","[0.0038, 0.0001]","[0.0143, 0.0015]","[0.0425, 0.0027]","[0.0539, 0.003]","[0.0644, 0.0033]","[0.0276, 0.0022]","[0.1017, 0.004]"
NCE-PLRec,100,1,10000,10,Cosine,0,0.8,,"[0.0429, 0.002]","[0.0078, 0.0005]","[0.0067, 0.0004]","[0.006, 0.0003]","[0.0099, 0.0007]","[0.0038, 0.0001]","[0.0148, 0.0015]","[0.0426, 0.0027]","[0.0547, 0.003]","[0.0654, 0.0033]","[0.0279, 0.0022]","[0.1027, 0.0041]"
NCE-PLRec,100,1,10000,10,Cosine,0,0.9,,"[0.0431, 0.002]","[0.0077, 0.0005]","[0.0066, 0.0004]","[0.006, 0.0003]","[0.0101, 0.0007]","[0.0039, 0.0001]","[0.0144, 0.0015]","[0.042, 0.0027]","[0.0541, 0.003]","[0.0658, 0.0033]","[0.0281, 0.0022]","[0.1035, 0.0041]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.0,,"[0.0435, 0.002]","[0.0078, 0.0005]","[0.0067, 0.0004]","[0.006, 0.0003]","[0.0103, 0.0007]","[0.0039, 0.0002]","[0.0148, 0.0015]","[0.0426, 0.0027]","[0.0545, 0.003]","[0.0656, 0.0033]","[0.0284, 0.0022]","[0.1046, 0.0041]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.1,,"[0.044, 0.002]","[0.0078, 0.0005]","[0.0067, 0.0004]","[0.006, 0.0003]","[0.0103, 0.0007]","[0.004, 0.0002]","[0.0149, 0.0015]","[0.043, 0.0027]","[0.0546, 0.003]","[0.0653, 0.0033]","[0.0286, 0.0022]","[0.1064, 0.0041]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.2,,"[0.0447, 0.002]","[0.0081, 0.0005]","[0.0068, 0.0004]","[0.0062, 0.0003]","[0.0103, 0.0007]","[0.0041, 0.0002]","[0.015, 0.0015]","[0.0434, 0.0027]","[0.0553, 0.003]","[0.0662, 0.0033]","[0.0288, 0.0022]","[0.1088, 0.0042]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.3,,"[0.045, 0.002]","[0.0083, 0.0005]","[0.0071, 0.0004]","[0.0063, 0.0003]","[0.0106, 0.0008]","[0.0041, 0.0002]","[0.0145, 0.0015]","[0.0448, 0.0027]","[0.0577, 0.0031]","[0.0674, 0.0033]","[0.0291, 0.0022]","[0.109, 0.0042]"
NCE-PLRec,200,1,1,10,Cosine,0,0.7,,"[0.0429, 0.0021]","[0.0079, 0.0005]","[0.0064, 0.0003]","[0.0056, 0.0003]","[0.0111, 0.0008]","[0.0034, 0.0001]","[0.0168, 0.0016]","[0.0453, 0.0028]","[0.0549, 0.0031]","[0.0627, 0.0033]","[0.032, 0.0024]","[0.0937, 0.0039]"
NCE-PLRec,200,1,1,10,Cosine,0,0.8,,"[0.0433, 0.0021]","[0.0081, 0.0005]","[0.0066, 0.0003]","[0.0056, 0.0003]","[0.0114, 0.0008]","[0.0035, 0.0001]","[0.0166, 0.0016]","[0.0463, 0.0028]","[0.0557, 0.0031]","[0.064, 0.0033]","[0.0328, 0.0024]","[0.0953, 0.0039]"
NCE-PLRec,200,1,1,10,Cosine,0,0.9,,"[0.0439, 0.0021]","[0.0082, 0.0005]","[0.0067, 0.0003]","[0.0057, 0.0003]","[0.0115, 0.0008]","[0.0035, 0.0001]","[0.0165, 0.0016]","[0.0473, 0.0029]","[0.0572, 0.0031]","[0.0653, 0.0033]","[0.0331, 0.0024]","[0.0966, 0.004]"
NCE-PLRec,200,1,1,10,Cosine,0,1.0,,"[0.0445, 0.0021]","[0.0083, 0.0005]","[0.0068, 0.0004]","[0.0058, 0.0003]","[0.0115, 0.0008]","[0.0036, 0.0001]","[0.0164, 0.0016]","[0.0479, 0.0029]","[0.0581, 0.0032]","[0.0664, 0.0034]","[0.0336, 0.0024]","[0.0986, 0.004]"
