model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
WRMF,100,1000,10,10,Cosine,0,1.0,,"[0.0649, 0.0027]","[0.0114, 0.0005]","[0.0091, 0.0004]","[0.0078, 0.0003]","[0.0164, 0.0009]","[0.0046, 0.0002]","[0.0291, 0.0022]","[0.0721, 0.0036]","[0.0849, 0.0039]","[0.0954, 0.0041]","[0.0528, 0.0031]","[0.1331, 0.0047]"
WRMF,100,1000,100,10,Cosine,0,1.0,,"[0.0691, 0.0027]","[0.0121, 0.0006]","[0.0098, 0.0004]","[0.0084, 0.0003]","[0.0173, 0.0009]","[0.005, 0.0002]","[0.0291, 0.0022]","[0.0769, 0.0037]","[0.0906, 0.004]","[0.1022, 0.0042]","[0.0557, 0.0032]","[0.1454, 0.0048]"
WRMF,100,1000,1000,10,Cosine,0,1.0,,"[0.0757, 0.0026]","[0.0133, 0.0006]","[0.0113, 0.0004]","[0.0098, 0.0004]","[0.0175, 0.0009]","[0.0062, 0.0002]","[0.0244, 0.002]","[0.0822, 0.0038]","[0.1029, 0.0042]","[0.1186, 0.0044]","[0.0547, 0.0031]","[0.1804, 0.0053]"
WRMF,100,1000,10000,10,Cosine,0,1.0,,"[0.02, 0.0013]","[0.0028, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0042, 0.0004]","[0.002, 0.0001]","[0.0061, 0.0009]","[0.0147, 0.0015]","[0.023, 0.0019]","[0.0278, 0.0021]","[0.0111, 0.0013]","[0.0524, 0.0029]"
WRMF,100,1000,1,10,Cosine,0,1.0,,"[0.0664, 0.0027]","[0.0117, 0.0005]","[0.0096, 0.0004]","[0.0081, 0.0003]","[0.0168, 0.0009]","[0.0047, 0.0002]","[0.0284, 0.0022]","[0.0743, 0.0036]","[0.0894, 0.0039]","[0.0994, 0.0041]","[0.054, 0.0031]","[0.1379, 0.0047]"
WRMF,100,1000,10,10,Cosine,0,1.0,,"[0.0649, 0.0027]","[0.0114, 0.0005]","[0.0091, 0.0004]","[0.0078, 0.0003]","[0.0164, 0.0009]","[0.0046, 0.0002]","[0.0291, 0.0022]","[0.0721, 0.0036]","[0.0849, 0.0039]","[0.0954, 0.0041]","[0.0528, 0.0031]","[0.1331, 0.0047]"
WRMF,100,1000,100,10,Cosine,0,1.0,,"[0.0691, 0.0027]","[0.0121, 0.0006]","[0.0098, 0.0004]","[0.0084, 0.0003]","[0.0173, 0.0009]","[0.005, 0.0002]","[0.0291, 0.0022]","[0.0769, 0.0037]","[0.0906, 0.004]","[0.1022, 0.0042]","[0.0557, 0.0032]","[0.1454, 0.0048]"
WRMF,100,1000,1000,10,Cosine,0,1.0,,"[0.0757, 0.0026]","[0.0133, 0.0006]","[0.0113, 0.0004]","[0.0098, 0.0004]","[0.0175, 0.0009]","[0.0062, 0.0002]","[0.0244, 0.002]","[0.0822, 0.0038]","[0.1029, 0.0042]","[0.1186, 0.0044]","[0.0547, 0.0031]","[0.1804, 0.0053]"
WRMF,100,1000,10000,10,Cosine,0,1.0,,"[0.02, 0.0013]","[0.0028, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0042, 0.0004]","[0.002, 0.0001]","[0.0061, 0.0009]","[0.0147, 0.0015]","[0.023, 0.0019]","[0.0278, 0.0021]","[0.0111, 0.0013]","[0.0524, 0.0029]"
WRMF,50,10000,1,10,Cosine,0,1.0,,"[0.0427, 0.0022]","[0.0073, 0.0004]","[0.0058, 0.0003]","[0.0049, 0.0003]","[0.0103, 0.0007]","[0.003, 0.0001]","[0.0188, 0.0018]","[0.0481, 0.003]","[0.0562, 0.0032]","[0.0627, 0.0034]","[0.0352, 0.0026]","[0.0888, 0.0039]"
WRMF,50,10000,10,10,Cosine,0,1.0,,"[0.0422, 0.0022]","[0.0072, 0.0004]","[0.0057, 0.0003]","[0.005, 0.0003]","[0.0103, 0.0007]","[0.0029, 0.0001]","[0.0187, 0.0018]","[0.0474, 0.003]","[0.0554, 0.0032]","[0.0626, 0.0034]","[0.0353, 0.0026]","[0.0865, 0.0039]"
WRMF,50,10000,100,10,Cosine,0,1.0,,"[0.0421, 0.0022]","[0.0072, 0.0004]","[0.0057, 0.0003]","[0.0048, 0.0003]","[0.0103, 0.0007]","[0.0029, 0.0001]","[0.0186, 0.0018]","[0.0478, 0.003]","[0.0552, 0.0032]","[0.0617, 0.0033]","[0.0352, 0.0026]","[0.0867, 0.0039]"
WRMF,50,10000,1000,10,Cosine,0,1.0,,"[0.0517, 0.0023]","[0.009, 0.0005]","[0.0074, 0.0004]","[0.0063, 0.0003]","[0.0123, 0.0008]","[0.0039, 0.0001]","[0.0194, 0.0018]","[0.0579, 0.0032]","[0.0693, 0.0035]","[0.078, 0.0037]","[0.0408, 0.0028]","[0.1169, 0.0044]"
WRMF,50,10000,10000,10,Cosine,0,1.0,,"[0.0543, 0.0021]","[0.0091, 0.0005]","[0.008, 0.0004]","[0.0072, 0.0003]","[0.011, 0.0007]","[0.005, 0.0002]","[0.0154, 0.0015]","[0.0546, 0.0031]","[0.072, 0.0035]","[0.0853, 0.0038]","[0.0336, 0.0024]","[0.1415, 0.0047]"
WRMF,100,10000,1,10,Cosine,0,1.0,,"[0.0493, 0.0023]","[0.009, 0.0005]","[0.0073, 0.0004]","[0.0063, 0.0003]","[0.0127, 0.0008]","[0.0036, 0.0001]","[0.0186, 0.0018]","[0.0575, 0.0032]","[0.0679, 0.0035]","[0.077, 0.0037]","[0.0414, 0.0028]","[0.1058, 0.0042]"
WRMF,100,10000,10,10,Cosine,0,1.0,,"[0.0479, 0.0023]","[0.0088, 0.0005]","[0.007, 0.0003]","[0.006, 0.0003]","[0.012, 0.0008]","[0.0035, 0.0001]","[0.0187, 0.0018]","[0.056, 0.0032]","[0.0661, 0.0034]","[0.074, 0.0036]","[0.0392, 0.0027]","[0.1032, 0.0042]"
WRMF,100,10000,100,10,Cosine,0,1.0,,"[0.0467, 0.0023]","[0.0083, 0.0005]","[0.0067, 0.0003]","[0.0058, 0.0003]","[0.0117, 0.0008]","[0.0034, 0.0001]","[0.0182, 0.0018]","[0.0535, 0.0031]","[0.0636, 0.0034]","[0.0721, 0.0036]","[0.0378, 0.0026]","[0.1008, 0.0041]"
WRMF,100,10000,1000,10,Cosine,0,1.0,,"[0.0622, 0.0026]","[0.0108, 0.0005]","[0.0088, 0.0004]","[0.0075, 0.0003]","[0.0158, 0.0009]","[0.0045, 0.0002]","[0.0267, 0.0021]","[0.068, 0.0035]","[0.0815, 0.0038]","[0.0916, 0.004]","[0.051, 0.0031]","[0.1297, 0.0046]"
WRMF,100,10000,10000,10,Cosine,0,1.0,,"[0.0564, 0.0022]","[0.0095, 0.0005]","[0.0084, 0.0004]","[0.0075, 0.0003]","[0.012, 0.0008]","[0.0052, 0.0002]","[0.0149, 0.0015]","[0.0567, 0.0031]","[0.074, 0.0036]","[0.0883, 0.0039]","[0.0368, 0.0026]","[0.1466, 0.0048]"
WRMF,100,10000,1,10,Cosine,0,1.0,,"[0.0493, 0.0023]","[0.009, 0.0005]","[0.0073, 0.0004]","[0.0063, 0.0003]","[0.0127, 0.0008]","[0.0036, 0.0001]","[0.0186, 0.0018]","[0.0575, 0.0032]","[0.0679, 0.0035]","[0.077, 0.0037]","[0.0414, 0.0028]","[0.1058, 0.0042]"
WRMF,100,10000,10,10,Cosine,0,1.0,,"[0.0479, 0.0023]","[0.0088, 0.0005]","[0.007, 0.0003]","[0.006, 0.0003]","[0.012, 0.0008]","[0.0035, 0.0001]","[0.0187, 0.0018]","[0.056, 0.0032]","[0.0661, 0.0034]","[0.074, 0.0036]","[0.0392, 0.0027]","[0.1032, 0.0042]"
WRMF,100,10000,100,10,Cosine,0,1.0,,"[0.0467, 0.0023]","[0.0083, 0.0005]","[0.0067, 0.0003]","[0.0058, 0.0003]","[0.0117, 0.0008]","[0.0034, 0.0001]","[0.0182, 0.0018]","[0.0535, 0.0031]","[0.0636, 0.0034]","[0.0721, 0.0036]","[0.0378, 0.0026]","[0.1008, 0.0041]"
WRMF,100,10000,1000,10,Cosine,0,1.0,,"[0.0622, 0.0026]","[0.0108, 0.0005]","[0.0088, 0.0004]","[0.0075, 0.0003]","[0.0158, 0.0009]","[0.0045, 0.0002]","[0.0267, 0.0021]","[0.068, 0.0035]","[0.0815, 0.0038]","[0.0916, 0.004]","[0.051, 0.0031]","[0.1297, 0.0046]"
WRMF,100,10000,10000,10,Cosine,0,1.0,,"[0.0564, 0.0022]","[0.0095, 0.0005]","[0.0084, 0.0004]","[0.0075, 0.0003]","[0.012, 0.0008]","[0.0052, 0.0002]","[0.0149, 0.0015]","[0.0567, 0.0031]","[0.074, 0.0036]","[0.0883, 0.0039]","[0.0368, 0.0026]","[0.1466, 0.0048]"
