model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
WRMF,50,1,1,10,Cosine,0,1.0,,"[0.0415, 0.0019]","[0.0072, 0.0004]","[0.0063, 0.0003]","[0.0056, 0.0003]","[0.0094, 0.0007]","[0.0038, 0.0001]","[0.0134, 0.0014]","[0.0401, 0.0026]","[0.0519, 0.003]","[0.0616, 0.0032]","[0.0269, 0.0021]","[0.1016, 0.004]"
WRMF,50,1,10,10,Cosine,0,1.0,,"[0.0396, 0.0019]","[0.0068, 0.0004]","[0.0059, 0.0003]","[0.0054, 0.0003]","[0.0087, 0.0007]","[0.0037, 0.0001]","[0.0123, 0.0013]","[0.0377, 0.0025]","[0.0482, 0.0028]","[0.0586, 0.0031]","[0.0246, 0.0021]","[0.0991, 0.004]"
WRMF,50,1,100,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,50,1,1000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,50,1,10000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,100,1,1,10,Cosine,0,1.0,,"[0.0453, 0.002]","[0.0083, 0.0005]","[0.0069, 0.0004]","[0.0062, 0.0003]","[0.011, 0.0007]","[0.0039, 0.0001]","[0.0153, 0.0015]","[0.0469, 0.0028]","[0.0586, 0.0031]","[0.0696, 0.0034]","[0.0315, 0.0023]","[0.106, 0.0041]"
WRMF,100,1,10,10,Cosine,0,1.0,,"[0.044, 0.002]","[0.008, 0.0005]","[0.0068, 0.0003]","[0.006, 0.0003]","[0.0102, 0.0007]","[0.0039, 0.0002]","[0.0147, 0.0015]","[0.0449, 0.0028]","[0.0561, 0.0031]","[0.0657, 0.0033]","[0.029, 0.0022]","[0.105, 0.0041]"
WRMF,100,1,100,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,100,1,1000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,100,1,10000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,200,1,1,10,Cosine,0,1.0,,"[0.0521, 0.0023]","[0.0096, 0.0005]","[0.0078, 0.0004]","[0.0067, 0.0003]","[0.0132, 0.0008]","[0.0041, 0.0002]","[0.0207, 0.0018]","[0.0558, 0.0031]","[0.0668, 0.0034]","[0.0763, 0.0036]","[0.0389, 0.0026]","[0.1132, 0.0043]"
WRMF,200,1,10,10,Cosine,0,1.0,,"[0.0489, 0.0022]","[0.0089, 0.0005]","[0.0074, 0.0004]","[0.0066, 0.0003]","[0.0119, 0.0008]","[0.0041, 0.0002]","[0.0181, 0.0017]","[0.0505, 0.0029]","[0.0621, 0.0032]","[0.0726, 0.0035]","[0.0339, 0.0024]","[0.1125, 0.0042]"
WRMF,200,1,100,10,Cosine,0,1.0,,"[0.0197, 0.0013]","[0.0033, 0.0003]","[0.0027, 0.0002]","[0.0024, 0.0002]","[0.0042, 0.0005]","[0.0019, 0.0001]","[0.0063, 0.0009]","[0.0175, 0.0017]","[0.022, 0.0019]","[0.0252, 0.0021]","[0.0113, 0.0014]","[0.0503, 0.0029]"
WRMF,200,1,1000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,200,1,10000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,50,10,1,10,Cosine,0,1.0,,"[0.0557, 0.0022]","[0.0098, 0.0005]","[0.0084, 0.0004]","[0.0074, 0.0003]","[0.013, 0.0008]","[0.0049, 0.0002]","[0.0177, 0.0016]","[0.0566, 0.0031]","[0.0725, 0.0035]","[0.084, 0.0037]","[0.0384, 0.0026]","[0.1352, 0.0046]"
WRMF,50,10,10,10,Cosine,0,1.0,,"[0.0547, 0.0022]","[0.0097, 0.0005]","[0.0083, 0.0004]","[0.0073, 0.0003]","[0.0127, 0.0008]","[0.0048, 0.0002]","[0.0171, 0.0016]","[0.0561, 0.0031]","[0.0714, 0.0035]","[0.0826, 0.0037]","[0.0371, 0.0025]","[0.1335, 0.0046]"
WRMF,50,10,100,10,Cosine,0,1.0,,"[0.0287, 0.0015]","[0.0051, 0.0004]","[0.0045, 0.0003]","[0.004, 0.0002]","[0.0064, 0.0006]","[0.0028, 0.0001]","[0.0077, 0.001]","[0.0278, 0.0021]","[0.0367, 0.0025]","[0.0436, 0.0027]","[0.0173, 0.0017]","[0.0741, 0.0035]"
WRMF,50,10,1000,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,50,10,10000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,100,10,1,10,Cosine,0,1.0,,"[0.0646, 0.0025]","[0.0118, 0.0006]","[0.0097, 0.0004]","[0.0085, 0.0003]","[0.0154, 0.0009]","[0.0053, 0.0002]","[0.0223, 0.0019]","[0.0702, 0.0035]","[0.0861, 0.0038]","[0.0994, 0.0041]","[0.0472, 0.0029]","[0.1495, 0.0048]"
WRMF,100,10,10,10,Cosine,0,1.0,,"[0.0631, 0.0024]","[0.0116, 0.0005]","[0.0096, 0.0004]","[0.0083, 0.0003]","[0.015, 0.0009]","[0.0052, 0.0002]","[0.0212, 0.0018]","[0.0688, 0.0034]","[0.0845, 0.0038]","[0.0973, 0.004]","[0.0454, 0.0028]","[0.1466, 0.0048]"
WRMF,100,10,100,10,Cosine,0,1.0,,"[0.0299, 0.0016]","[0.0054, 0.0004]","[0.0047, 0.0003]","[0.0042, 0.0002]","[0.0067, 0.0006]","[0.0029, 0.0001]","[0.0079, 0.001]","[0.0293, 0.0022]","[0.0387, 0.0025]","[0.0458, 0.0028]","[0.0181, 0.0017]","[0.0768, 0.0035]"
WRMF,100,10,1000,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,100,10,10000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,200,10,1,10,Cosine,0,1.0,,"[0.0731, 0.0027]","[0.0131, 0.0006]","[0.0106, 0.0004]","[0.0092, 0.0004]","[0.018, 0.0009]","[0.0056, 0.0002]","[0.0291, 0.0022]","[0.08, 0.0037]","[0.0955, 0.004]","[0.1097, 0.0043]","[0.0556, 0.0031]","[0.1585, 0.005]"
WRMF,200,10,10,10,Cosine,0,1.0,,"[0.0714, 0.0027]","[0.0128, 0.0006]","[0.0105, 0.0004]","[0.0091, 0.0003]","[0.0173, 0.0009]","[0.0055, 0.0002]","[0.028, 0.0021]","[0.0773, 0.0037]","[0.0938, 0.004]","[0.1068, 0.0042]","[0.0531, 0.0031]","[0.1565, 0.0049]"
WRMF,200,10,100,10,Cosine,0,1.0,,"[0.0311, 0.0016]","[0.0056, 0.0004]","[0.0048, 0.0003]","[0.0043, 0.0002]","[0.0068, 0.0006]","[0.003, 0.0001]","[0.0087, 0.0011]","[0.0308, 0.0023]","[0.0398, 0.0026]","[0.0468, 0.0028]","[0.0186, 0.0017]","[0.0796, 0.0036]"
WRMF,200,10,1000,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,200,10,10000,10,Cosine,0,1.0,,"[0.0015, 0.0003]","[0.0002, 0.0001]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0001]","[0.0002, 0.0]","[0.0002, 0.0002]","[0.001, 0.0004]","[0.0015, 0.0005]","[0.0018, 0.0005]","[0.0005, 0.0003]","[0.0052, 0.0009]"
WRMF,50,100,1,10,Cosine,0,1.0,,"[0.0642, 0.0024]","[0.0112, 0.0005]","[0.0095, 0.0004]","[0.0084, 0.0003]","[0.0144, 0.0008]","[0.0054, 0.0002]","[0.0203, 0.0018]","[0.0686, 0.0034]","[0.0856, 0.0038]","[0.1005, 0.0041]","[0.0446, 0.0028]","[0.1555, 0.0049]"
WRMF,50,100,10,10,Cosine,0,1.0,,"[0.0644, 0.0024]","[0.0112, 0.0005]","[0.0095, 0.0004]","[0.0085, 0.0003]","[0.0144, 0.0008]","[0.0055, 0.0002]","[0.0204, 0.0018]","[0.0683, 0.0034]","[0.0854, 0.0038]","[0.1009, 0.0041]","[0.0448, 0.0028]","[0.1566, 0.005]"
WRMF,50,100,100,10,Cosine,0,1.0,,"[0.0638, 0.0024]","[0.0112, 0.0005]","[0.0097, 0.0004]","[0.0085, 0.0003]","[0.0144, 0.0008]","[0.0055, 0.0002]","[0.0201, 0.0018]","[0.0675, 0.0034]","[0.0861, 0.0038]","[0.1, 0.0041]","[0.0437, 0.0028]","[0.1556, 0.0049]"
WRMF,50,100,1000,10,Cosine,0,1.0,,"[0.0204, 0.0013]","[0.0031, 0.0003]","[0.0028, 0.0002]","[0.0027, 0.0002]","[0.0042, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.0224, 0.0019]","[0.029, 0.0022]","[0.0112, 0.0013]","[0.0537, 0.003]"
WRMF,50,100,10000,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,100,100,1,10,Cosine,0,1.0,,"[0.0745, 0.0027]","[0.0132, 0.0006]","[0.0108, 0.0004]","[0.0093, 0.0004]","[0.0182, 0.001]","[0.0057, 0.0002]","[0.0286, 0.0022]","[0.0817, 0.0038]","[0.099, 0.0041]","[0.1121, 0.0043]","[0.0579, 0.0032]","[0.166, 0.0051]"
WRMF,100,100,10,10,Cosine,0,1.0,,"[0.0747, 0.0027]","[0.0132, 0.0006]","[0.0108, 0.0004]","[0.0093, 0.0004]","[0.0181, 0.0009]","[0.0057, 0.0002]","[0.0283, 0.0022]","[0.0818, 0.0038]","[0.0991, 0.0041]","[0.1127, 0.0043]","[0.0575, 0.0032]","[0.1666, 0.0051]"
WRMF,100,100,100,10,Cosine,0,1.0,,"[0.0739, 0.0026]","[0.0131, 0.0006]","[0.011, 0.0004]","[0.0096, 0.0004]","[0.0175, 0.0009]","[0.0059, 0.0002]","[0.0257, 0.002]","[0.0805, 0.0037]","[0.0997, 0.0041]","[0.1151, 0.0044]","[0.0545, 0.0031]","[0.1714, 0.0052]"
WRMF,100,100,1000,10,Cosine,0,1.0,,"[0.0205, 0.0013]","[0.0031, 0.0003]","[0.0029, 0.0002]","[0.0028, 0.0002]","[0.0042, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0163, 0.0016]","[0.023, 0.002]","[0.0292, 0.0022]","[0.0112, 0.0014]","[0.0541, 0.003]"
WRMF,100,100,10000,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,200,100,1,10,Cosine,0,1.0,,"[0.0763, 0.0029]","[0.0133, 0.0006]","[0.0109, 0.0004]","[0.0093, 0.0004]","[0.0192, 0.001]","[0.0055, 0.0002]","[0.0333, 0.0024]","[0.0834, 0.0038]","[0.1003, 0.0042]","[0.1125, 0.0044]","[0.0611, 0.0033]","[0.1597, 0.005]"
WRMF,200,100,10,10,Cosine,0,1.0,,"[0.0767, 0.0029]","[0.0135, 0.0006]","[0.011, 0.0004]","[0.0093, 0.0004]","[0.0192, 0.001]","[0.0055, 0.0002]","[0.0331, 0.0024]","[0.0847, 0.0039]","[0.101, 0.0042]","[0.1132, 0.0044]","[0.061, 0.0033]","[0.1613, 0.005]"
WRMF,200,100,100,10,Cosine,0,1.0,,"[0.0804, 0.0028]","[0.0144, 0.0006]","[0.0117, 0.0005]","[0.0101, 0.0004]","[0.0199, 0.001]","[0.0061, 0.0002]","[0.0311, 0.0023]","[0.0885, 0.0039]","[0.1068, 0.0042]","[0.1207, 0.0045]","[0.062, 0.0033]","[0.1766, 0.0052]"
WRMF,200,100,1000,10,Cosine,0,1.0,,"[0.0208, 0.0013]","[0.0031, 0.0003]","[0.0029, 0.0002]","[0.0027, 0.0002]","[0.0042, 0.0004]","[0.0021, 0.0001]","[0.0061, 0.0009]","[0.0162, 0.0016]","[0.0233, 0.002]","[0.0292, 0.0022]","[0.0113, 0.0014]","[0.0553, 0.003]"
WRMF,200,100,10000,10,Cosine,0,1.0,,"[0.0195, 0.0013]","[0.0031, 0.0003]","[0.0027, 0.0002]","[0.0023, 0.0002]","[0.0041, 0.0005]","[0.0019, 0.0001]","[0.0062, 0.0009]","[0.0171, 0.0017]","[0.0215, 0.0019]","[0.0247, 0.0021]","[0.0112, 0.0014]","[0.0499, 0.0029]"
WRMF,50,1000,1,10,Cosine,0,1.0,,"[0.0606, 0.0026]","[0.0104, 0.0005]","[0.0085, 0.0004]","[0.0072, 0.0003]","[0.0145, 0.0009]","[0.0045, 0.0002]","[0.0242, 0.0021]","[0.0665, 0.0035]","[0.08, 0.0038]","[0.0896, 0.0039]","[0.0475, 0.003]","[0.1316, 0.0046]"
WRMF,50,1000,10,10,Cosine,0,1.0,,"[0.0599, 0.0026]","[0.0101, 0.0005]","[0.0083, 0.0004]","[0.0072, 0.0003]","[0.0142, 0.0008]","[0.0044, 0.0002]","[0.0252, 0.0021]","[0.0655, 0.0034]","[0.0787, 0.0037]","[0.0898, 0.004]","[0.0468, 0.0029]","[0.128, 0.0046]"
WRMF,50,1000,100,10,Cosine,0,1.0,,"[0.062, 0.0025]","[0.0107, 0.0005]","[0.0089, 0.0004]","[0.0078, 0.0003]","[0.0143, 0.0008]","[0.0049, 0.0002]","[0.0228, 0.002]","[0.0682, 0.0035]","[0.0827, 0.0038]","[0.0956, 0.0041]","[0.0464, 0.0029]","[0.1411, 0.0048]"
WRMF,50,1000,1000,10,Cosine,0,1.0,,"[0.0657, 0.0024]","[0.0116, 0.0005]","[0.0098, 0.0004]","[0.0086, 0.0003]","[0.0145, 0.0008]","[0.0056, 0.0002]","[0.0199, 0.0018]","[0.071, 0.0035]","[0.0884, 0.0039]","[0.1018, 0.0041]","[0.0449, 0.0028]","[0.1619, 0.005]"
WRMF,50,1000,10000,10,Cosine,0,1.0,,"[0.02, 0.0013]","[0.0028, 0.0003]","[0.0029, 0.0002]","[0.0026, 0.0002]","[0.0042, 0.0004]","[0.002, 0.0001]","[0.006, 0.0009]","[0.0148, 0.0015]","[0.023, 0.0019]","[0.0278, 0.0021]","[0.0111, 0.0013]","[0.0524, 0.0029]"
WRMF,100,1000,1,10,Cosine,0,1.0,,"[0.0664, 0.0027]","[0.0117, 0.0005]","[0.0096, 0.0004]","[0.0081, 0.0003]","[0.0168, 0.0009]","[0.0047, 0.0002]","[0.0284, 0.0022]","[0.0743, 0.0036]","[0.0894, 0.0039]","[0.0994, 0.0041]","[0.054, 0.0031]","[0.1379, 0.0047]"
