,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,PLRec,50,1,1,10,Cosine,0,1.0,,"[0.1539, 0.0004]","[0.1032, 0.0004]","[0.0967, 0.0003]","[0.0918, 0.0003]","[0.1126, 0.0005]","[0.0744, 0.0002]","[0.0844, 0.0003]","[0.076, 0.0004]","[0.1035, 0.0005]","[0.1275, 0.0005]","[0.0431, 0.0003]","[0.2304, 0.0006]"
1,PLRec,50,1,10,10,Cosine,0,1.0,,"[0.1539, 0.0004]","[0.1032, 0.0004]","[0.0967, 0.0003]","[0.0918, 0.0003]","[0.1126, 0.0005]","[0.0744, 0.0002]","[0.0844, 0.0003]","[0.076, 0.0004]","[0.1035, 0.0005]","[0.1275, 0.0005]","[0.0431, 0.0003]","[0.2304, 0.0006]"
2,PLRec,50,1,100,10,Cosine,0,1.0,,"[0.1539, 0.0004]","[0.1032, 0.0004]","[0.0967, 0.0003]","[0.0918, 0.0003]","[0.1126, 0.0005]","[0.0744, 0.0002]","[0.0844, 0.0003]","[0.076, 0.0004]","[0.1035, 0.0005]","[0.1275, 0.0005]","[0.0431, 0.0003]","[0.2304, 0.0006]"
3,PLRec,50,1,1000,10,Cosine,0,1.0,,"[0.1539, 0.0004]","[0.1032, 0.0004]","[0.0967, 0.0003]","[0.0918, 0.0003]","[0.1126, 0.0005]","[0.0744, 0.0002]","[0.0844, 0.0003]","[0.076, 0.0004]","[0.1035, 0.0005]","[0.1275, 0.0005]","[0.0431, 0.0003]","[0.2304, 0.0006]"
4,PLRec,50,1,10000,10,Cosine,0,1.0,,"[0.1539, 0.0004]","[0.1032, 0.0004]","[0.0967, 0.0003]","[0.0918, 0.0003]","[0.1126, 0.0005]","[0.0745, 0.0002]","[0.0844, 0.0003]","[0.076, 0.0004]","[0.1035, 0.0005]","[0.1275, 0.0005]","[0.0431, 0.0003]","[0.2304, 0.0006]"
5,PLRec,100,1,1,10,Cosine,0,1.0,,"[0.1466, 0.0004]","[0.1022, 0.0004]","[0.0948, 0.0003]","[0.0893, 0.0003]","[0.1138, 0.0005]","[0.0715, 0.0002]","[0.0833, 0.0003]","[0.0723, 0.0004]","[0.0966, 0.0004]","[0.1177, 0.0005]","[0.0425, 0.0003]","[0.2109, 0.0006]"
6,PLRec,100,1,10,10,Cosine,0,1.0,,"[0.1466, 0.0004]","[0.1022, 0.0004]","[0.0948, 0.0003]","[0.0893, 0.0003]","[0.1138, 0.0005]","[0.0715, 0.0002]","[0.0833, 0.0003]","[0.0723, 0.0004]","[0.0966, 0.0004]","[0.1177, 0.0005]","[0.0425, 0.0003]","[0.2109, 0.0006]"
7,PLRec,100,1,100,10,Cosine,0,1.0,,"[0.1466, 0.0004]","[0.1022, 0.0004]","[0.0948, 0.0003]","[0.0893, 0.0003]","[0.1138, 0.0005]","[0.0715, 0.0002]","[0.0833, 0.0003]","[0.0723, 0.0004]","[0.0966, 0.0004]","[0.1177, 0.0005]","[0.0425, 0.0003]","[0.2109, 0.0006]"
8,PLRec,100,1,1000,10,Cosine,0,1.0,,"[0.1466, 0.0004]","[0.1023, 0.0004]","[0.0948, 0.0003]","[0.0893, 0.0003]","[0.1138, 0.0005]","[0.0715, 0.0002]","[0.0833, 0.0003]","[0.0723, 0.0004]","[0.0966, 0.0004]","[0.1177, 0.0005]","[0.0425, 0.0003]","[0.2109, 0.0006]"
9,PLRec,100,1,10000,10,Cosine,0,1.0,,"[0.1467, 0.0004]","[0.1023, 0.0004]","[0.0948, 0.0003]","[0.0893, 0.0003]","[0.1139, 0.0005]","[0.0715, 0.0002]","[0.0833, 0.0003]","[0.0723, 0.0004]","[0.0966, 0.0004]","[0.1177, 0.0005]","[0.0425, 0.0003]","[0.211, 0.0006]"
10,PLRec,200,1,1,10,Cosine,0,1.0,,"[0.124, 0.0003]","[0.0922, 0.0003]","[0.0848, 0.0003]","[0.0796, 0.0003]","[0.1041, 0.0005]","[0.0628, 0.0002]","[0.0733, 0.0003]","[0.0609, 0.0003]","[0.08, 0.0004]","[0.0966, 0.0004]","[0.0367, 0.0003]","[0.1699, 0.0005]"
11,PLRec,200,1,10,10,Cosine,0,1.0,,"[0.124, 0.0003]","[0.0922, 0.0003]","[0.0848, 0.0003]","[0.0796, 0.0003]","[0.1041, 0.0005]","[0.0628, 0.0002]","[0.0733, 0.0003]","[0.0609, 0.0003]","[0.08, 0.0004]","[0.0966, 0.0004]","[0.0367, 0.0003]","[0.1699, 0.0005]"
12,PLRec,200,1,100,10,Cosine,0,1.0,,"[0.124, 0.0003]","[0.0922, 0.0003]","[0.0848, 0.0003]","[0.0796, 0.0003]","[0.1041, 0.0005]","[0.0628, 0.0002]","[0.0733, 0.0003]","[0.0609, 0.0003]","[0.08, 0.0004]","[0.0966, 0.0004]","[0.0367, 0.0003]","[0.1699, 0.0005]"
13,PLRec,200,1,1000,10,Cosine,0,1.0,,"[0.124, 0.0003]","[0.0922, 0.0003]","[0.0848, 0.0003]","[0.0796, 0.0003]","[0.1041, 0.0005]","[0.0628, 0.0002]","[0.0733, 0.0003]","[0.0609, 0.0003]","[0.08, 0.0004]","[0.0966, 0.0004]","[0.0367, 0.0003]","[0.1699, 0.0005]"
14,PLRec,200,1,10000,10,Cosine,0,1.0,,"[0.1241, 0.0003]","[0.0922, 0.0003]","[0.0849, 0.0003]","[0.0796, 0.0003]","[0.1041, 0.0005]","[0.0629, 0.0002]","[0.0733, 0.0003]","[0.0609, 0.0003]","[0.08, 0.0004]","[0.0967, 0.0004]","[0.0368, 0.0003]","[0.1701, 0.0005]"
