model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
VAE-CF,50,1,1e-05,300,Cosine,0.2,1.0,,"[0.1729, 0.0037]","[0.0854, 0.0027]","[0.0823, 0.0023]","[0.0794, 0.002]","[0.0895, 0.0036]","[0.0686, 0.0014]","[0.0842, 0.0027]","[0.0807, 0.0033]","[0.1124, 0.0039]","[0.1417, 0.0044]","[0.0448, 0.0024]","[0.2825, 0.0061]"
VAE-CF,50,1,1e-05,300,Cosine,0.3,1.0,,"[0.1718, 0.0037]","[0.0861, 0.0027]","[0.0822, 0.0023]","[0.079, 0.0021]","[0.0887, 0.0036]","[0.0683, 0.0015]","[0.0852, 0.0027]","[0.0814, 0.0033]","[0.1133, 0.0039]","[0.1412, 0.0044]","[0.0441, 0.0024]","[0.2808, 0.0061]"
VAE-CF,50,1,1e-05,300,Cosine,0.4,1.0,,"[0.1695, 0.0037]","[0.0841, 0.0027]","[0.0809, 0.0023]","[0.0787, 0.0021]","[0.0871, 0.0036]","[0.0681, 0.0015]","[0.0836, 0.0027]","[0.0777, 0.0032]","[0.1095, 0.0038]","[0.1384, 0.0043]","[0.0426, 0.0023]","[0.2762, 0.006]"
VAE-CF,50,1,1e-05,300,Cosine,0.5,1.0,,"[0.17, 0.0037]","[0.0863, 0.0028]","[0.0821, 0.0024]","[0.0797, 0.0021]","[0.091, 0.0037]","[0.0688, 0.0015]","[0.0856, 0.0027]","[0.0786, 0.0032]","[0.1085, 0.0038]","[0.1383, 0.0043]","[0.044, 0.0024]","[0.276, 0.006]"
VAE-CF,50,1,0.0001,300,Cosine,0.2,1.0,,"[0.1737, 0.0038]","[0.0852, 0.0027]","[0.0815, 0.0023]","[0.0796, 0.002]","[0.089, 0.0036]","[0.0686, 0.0014]","[0.0856, 0.0027]","[0.0821, 0.0033]","[0.1137, 0.0039]","[0.1441, 0.0044]","[0.0456, 0.0024]","[0.284, 0.0062]"
VAE-CF,50,1,0.0001,300,Cosine,0.3,1.0,,"[0.1713, 0.0038]","[0.0834, 0.0027]","[0.0811, 0.0023]","[0.0787, 0.0021]","[0.0873, 0.0036]","[0.0682, 0.0014]","[0.0824, 0.0027]","[0.0792, 0.0032]","[0.1109, 0.0039]","[0.1406, 0.0044]","[0.0432, 0.0024]","[0.2811, 0.0061]"
VAE-CF,50,1,0.0001,300,Cosine,0.4,1.0,,"[0.1694, 0.0037]","[0.0834, 0.0027]","[0.0809, 0.0023]","[0.0788, 0.0021]","[0.0871, 0.0036]","[0.068, 0.0015]","[0.0832, 0.0027]","[0.0781, 0.0032]","[0.1101, 0.0039]","[0.1389, 0.0043]","[0.0434, 0.0024]","[0.2769, 0.006]"
VAE-CF,50,1,0.0001,300,Cosine,0.5,1.0,,"[0.1684, 0.0037]","[0.0836, 0.0027]","[0.0802, 0.0023]","[0.078, 0.0021]","[0.0885, 0.0036]","[0.0684, 0.0015]","[0.083, 0.0027]","[0.0761, 0.0031]","[0.1065, 0.0038]","[0.1359, 0.0043]","[0.0423, 0.0023]","[0.2739, 0.006]"
VAE-CF,50,1,0.001,300,Cosine,0.2,1.0,,"[0.1696, 0.0037]","[0.0832, 0.0027]","[0.0804, 0.0023]","[0.0776, 0.002]","[0.0865, 0.0035]","[0.0677, 0.0014]","[0.0831, 0.0027]","[0.0778, 0.0032]","[0.1101, 0.0039]","[0.1385, 0.0043]","[0.0431, 0.0024]","[0.2786, 0.0061]"
VAE-CF,50,1,0.001,300,Cosine,0.3,1.0,,"[0.1701, 0.0037]","[0.085, 0.0027]","[0.0818, 0.0023]","[0.0789, 0.0021]","[0.0864, 0.0035]","[0.0682, 0.0014]","[0.0838, 0.0027]","[0.0795, 0.0032]","[0.1115, 0.0039]","[0.1394, 0.0043]","[0.0425, 0.0023]","[0.2782, 0.0061]"
