,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,PLRec,50,1,1,10,Cosine,0,1.0,,"[0.1711, 0.0037]","[0.0878, 0.0027]","[0.0833, 0.0023]","[0.0799, 0.002]","[0.0898, 0.0036]","[0.0668, 0.0014]","[0.0868, 0.0027]","[0.0873, 0.0035]","[0.119, 0.0042]","[0.1487, 0.0047]","[0.0475, 0.0025]","[0.2743, 0.006]"
1,PLRec,50,1,10,10,Cosine,0,1.0,,"[0.1711, 0.0037]","[0.0878, 0.0027]","[0.0833, 0.0023]","[0.0799, 0.002]","[0.0898, 0.0036]","[0.0668, 0.0014]","[0.0868, 0.0027]","[0.0873, 0.0035]","[0.119, 0.0042]","[0.1487, 0.0047]","[0.0475, 0.0025]","[0.2743, 0.006]"
2,PLRec,50,1,100,10,Cosine,0,1.0,,"[0.1712, 0.0037]","[0.0878, 0.0027]","[0.0834, 0.0023]","[0.0799, 0.002]","[0.0899, 0.0036]","[0.0668, 0.0014]","[0.0867, 0.0026]","[0.0873, 0.0035]","[0.1193, 0.0042]","[0.1487, 0.0047]","[0.0476, 0.0026]","[0.2744, 0.006]"
3,PLRec,50,1,1000,10,Cosine,0,1.0,,"[0.1727, 0.0037]","[0.0885, 0.0027]","[0.0839, 0.0023]","[0.0805, 0.002]","[0.0904, 0.0036]","[0.0673, 0.0014]","[0.0875, 0.0027]","[0.0879, 0.0035]","[0.1203, 0.0042]","[0.1499, 0.0047]","[0.0479, 0.0026]","[0.2771, 0.006]"
4,PLRec,50,1,10000,10,Cosine,0,1.0,,"[0.182, 0.0039]","[0.0917, 0.0028]","[0.0875, 0.0023]","[0.0835, 0.0021]","[0.096, 0.0037]","[0.0708, 0.0014]","[0.0918, 0.0027]","[0.0918, 0.0037]","[0.1268, 0.0044]","[0.1568, 0.0048]","[0.0516, 0.0027]","[0.2928, 0.0063]"
5,PLRec,100,1,1,10,Cosine,0,1.0,,"[0.1521, 0.0035]","[0.0778, 0.0025]","[0.0735, 0.0021]","[0.0705, 0.0019]","[0.0845, 0.0034]","[0.0591, 0.0013]","[0.0779, 0.0026]","[0.0771, 0.0033]","[0.1046, 0.0038]","[0.1293, 0.0042]","[0.0446, 0.0025]","[0.239, 0.0055]"
6,PLRec,100,1,10,10,Cosine,0,1.0,,"[0.1522, 0.0035]","[0.0778, 0.0025]","[0.0735, 0.0021]","[0.0706, 0.0019]","[0.0846, 0.0034]","[0.0591, 0.0013]","[0.0779, 0.0026]","[0.0771, 0.0033]","[0.1047, 0.0039]","[0.1293, 0.0042]","[0.0446, 0.0025]","[0.2391, 0.0055]"
7,PLRec,100,1,100,10,Cosine,0,1.0,,"[0.1525, 0.0035]","[0.078, 0.0025]","[0.0737, 0.0021]","[0.0707, 0.0019]","[0.0846, 0.0035]","[0.0592, 0.0013]","[0.0781, 0.0026]","[0.0773, 0.0033]","[0.1051, 0.0039]","[0.1298, 0.0042]","[0.0446, 0.0025]","[0.24, 0.0055]"
8,PLRec,100,1,1000,10,Cosine,0,1.0,,"[0.1557, 0.0036]","[0.0791, 0.0026]","[0.0748, 0.0021]","[0.0715, 0.0019]","[0.0857, 0.0035]","[0.0604, 0.0013]","[0.0795, 0.0026]","[0.0789, 0.0034]","[0.108, 0.0039]","[0.1322, 0.0043]","[0.0457, 0.0026]","[0.2461, 0.0056]"
9,PLRec,100,1,10000,10,Cosine,0,1.0,,"[0.1779, 0.0039]","[0.0883, 0.0027]","[0.0835, 0.0023]","[0.0799, 0.002]","[0.0934, 0.0037]","[0.068, 0.0014]","[0.0877, 0.0027]","[0.0919, 0.0038]","[0.1252, 0.0044]","[0.1545, 0.0049]","[0.0509, 0.0027]","[0.2876, 0.0062]"
10,PLRec,200,1,1,10,Cosine,0,1.0,,"[0.1254, 0.0033]","[0.068, 0.0024]","[0.064, 0.002]","[0.0605, 0.0017]","[0.0735, 0.0032]","[0.0489, 0.0012]","[0.0686, 0.0024]","[0.0656, 0.0031]","[0.0889, 0.0036]","[0.1078, 0.0039]","[0.038, 0.0023]","[0.1902, 0.005]"
11,PLRec,200,1,10,10,Cosine,0,1.0,,"[0.1255, 0.0033]","[0.0681, 0.0024]","[0.064, 0.002]","[0.0605, 0.0017]","[0.0735, 0.0032]","[0.049, 0.0012]","[0.0686, 0.0024]","[0.0657, 0.0031]","[0.0889, 0.0036]","[0.1078, 0.0039]","[0.038, 0.0023]","[0.1904, 0.005]"
12,PLRec,200,1,100,10,Cosine,0,1.0,,"[0.1265, 0.0033]","[0.0686, 0.0024]","[0.0643, 0.002]","[0.0608, 0.0017]","[0.0738, 0.0032]","[0.0493, 0.0012]","[0.0689, 0.0024]","[0.0661, 0.0031]","[0.0895, 0.0036]","[0.1084, 0.0039]","[0.0382, 0.0023]","[0.1918, 0.005]"
13,PLRec,200,1,1000,10,Cosine,0,1.0,,"[0.1349, 0.0034]","[0.0718, 0.0024]","[0.0672, 0.002]","[0.0641, 0.0018]","[0.0772, 0.0033]","[0.0521, 0.0012]","[0.0726, 0.0025]","[0.0704, 0.0032]","[0.0948, 0.0037]","[0.1165, 0.0041]","[0.0409, 0.0024]","[0.2064, 0.0052]"
14,PLRec,200,1,10000,10,Cosine,0,1.0,,"[0.1792, 0.004]","[0.0879, 0.0027]","[0.0845, 0.0023]","[0.0806, 0.002]","[0.0928, 0.0037]","[0.0674, 0.0014]","[0.0889, 0.0028]","[0.0933, 0.0038]","[0.1291, 0.0045]","[0.1573, 0.0049]","[0.0524, 0.0028]","[0.2889, 0.0063]"
