model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
WRMF,200,1,1,10,Cosine,0,1.0,,"[0.0567, 0.0013]","[0.0099, 0.0003]","[0.0082, 0.0002]","[0.0071, 0.0002]","[0.0134, 0.0004]","[0.0043, 0.0001]","[0.0201, 0.001]","[0.0631, 0.0018]","[0.0774, 0.002]","[0.0885, 0.0021]","[0.0432, 0.0015]","[0.1309, 0.0025]"
WRMF,200,1,10,10,Cosine,0,1.0,,"[0.056, 0.0013]","[0.0097, 0.0003]","[0.0081, 0.0002]","[0.007, 0.0002]","[0.013, 0.0004]","[0.0043, 0.0001]","[0.0193, 0.001]","[0.0615, 0.0018]","[0.0758, 0.002]","[0.087, 0.0021]","[0.0419, 0.0015]","[0.1312, 0.0025]"
WRMF,200,1,100,10,Cosine,0,1.0,,"[0.0108, 0.0004]","[0.0019, 0.0001]","[0.0017, 0.0001]","[0.0016, 0.0001]","[0.0015, 0.0001]","[0.0012, 0.0]","[0.0012, 0.0002]","[0.0115, 0.0008]","[0.0148, 0.0009]","[0.0187, 0.001]","[0.0044, 0.0005]","[0.0338, 0.0013]"
WRMF,200,1,1000,10,Cosine,0,1.0,,"[0.0008, 0.0001]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0002, 0.0001]","[0.0004, 0.0001]","[0.0009, 0.0002]","[0.0012, 0.0003]","[0.0002, 0.0001]","[0.0028, 0.0004]"
WRMF,200,1,10000,10,Cosine,0,1.0,,"[0.0008, 0.0001]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0002, 0.0001]","[0.0004, 0.0001]","[0.0009, 0.0002]","[0.0012, 0.0003]","[0.0002, 0.0001]","[0.0028, 0.0004]"
WRMF,50,10,1,10,Cosine,0,1.0,,"[0.0662, 0.0013]","[0.0111, 0.0003]","[0.0095, 0.0002]","[0.0085, 0.0002]","[0.0141, 0.0005]","[0.0054, 0.0001]","[0.0203, 0.001]","[0.0707, 0.0019]","[0.09, 0.0022]","[0.1063, 0.0023]","[0.0449, 0.0016]","[0.1668, 0.0028]"
WRMF,50,10,10,10,Cosine,0,1.0,,"[0.0657, 0.0013]","[0.0111, 0.0003]","[0.0095, 0.0002]","[0.0084, 0.0002]","[0.014, 0.0004]","[0.0054, 0.0001]","[0.0202, 0.001]","[0.0701, 0.0019]","[0.0896, 0.0022]","[0.1053, 0.0023]","[0.0445, 0.0015]","[0.1653, 0.0028]"
WRMF,50,10,100,10,Cosine,0,1.0,,"[0.0567, 0.0012]","[0.0093, 0.0003]","[0.008, 0.0002]","[0.0071, 0.0002]","[0.0118, 0.0004]","[0.0047, 0.0001]","[0.0171, 0.0009]","[0.0587, 0.0018]","[0.075, 0.002]","[0.0883, 0.0021]","[0.0378, 0.0014]","[0.1445, 0.0027]"
WRMF,50,10,1000,10,Cosine,0,1.0,,"[0.0108, 0.0005]","[0.0018, 0.0001]","[0.0017, 0.0001]","[0.0015, 0.0001]","[0.0019, 0.0002]","[0.0012, 0.0]","[0.0012, 0.0002]","[0.0106, 0.0008]","[0.0148, 0.0009]","[0.0183, 0.001]","[0.0053, 0.0005]","[0.0337, 0.0013]"
WRMF,50,10,10000,10,Cosine,0,1.0,,"[0.0008, 0.0001]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0002, 0.0001]","[0.0004, 0.0001]","[0.0009, 0.0002]","[0.0012, 0.0003]","[0.0002, 0.0001]","[0.0028, 0.0004]"
WRMF,100,10,1,10,Cosine,0,1.0,,"[0.0725, 0.0014]","[0.0125, 0.0003]","[0.0106, 0.0002]","[0.0093, 0.0002]","[0.0159, 0.0005]","[0.0058, 0.0001]","[0.0224, 0.0011]","[0.0804, 0.0021]","[0.1008, 0.0023]","[0.118, 0.0024]","[0.0518, 0.0017]","[0.1794, 0.0029]"
WRMF,100,10,10,10,Cosine,0,1.0,,"[0.072, 0.0014]","[0.0124, 0.0003]","[0.0106, 0.0002]","[0.0093, 0.0002]","[0.0158, 0.0005]","[0.0058, 0.0001]","[0.0221, 0.0011]","[0.0796, 0.002]","[0.1006, 0.0023]","[0.1167, 0.0024]","[0.0516, 0.0017]","[0.178, 0.0029]"
WRMF,100,10,100,10,Cosine,0,1.0,,"[0.0594, 0.0013]","[0.0098, 0.0003]","[0.0084, 0.0002]","[0.0075, 0.0002]","[0.0123, 0.0004]","[0.0049, 0.0001]","[0.0179, 0.001]","[0.0616, 0.0018]","[0.0788, 0.002]","[0.0937, 0.0022]","[0.0396, 0.0015]","[0.1511, 0.0027]"
WRMF,100,10,1000,10,Cosine,0,1.0,,"[0.0112, 0.0005]","[0.002, 0.0001]","[0.0016, 0.0001]","[0.0016, 0.0001]","[0.0019, 0.0002]","[0.0012, 0.0]","[0.0012, 0.0002]","[0.0118, 0.0008]","[0.0144, 0.0009]","[0.0185, 0.001]","[0.0059, 0.0006]","[0.0354, 0.0014]"
WRMF,100,10,10000,10,Cosine,0,1.0,,"[0.0008, 0.0001]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0002, 0.0001]","[0.0004, 0.0001]","[0.0009, 0.0002]","[0.0012, 0.0003]","[0.0002, 0.0001]","[0.0028, 0.0004]"
WRMF,200,10,1,10,Cosine,0,1.0,,"[0.0767, 0.0015]","[0.0134, 0.0003]","[0.0112, 0.0002]","[0.0098, 0.0002]","[0.0172, 0.0005]","[0.006, 0.0001]","[0.0248, 0.0011]","[0.086, 0.0021]","[0.1073, 0.0023]","[0.1234, 0.0025]","[0.0567, 0.0018]","[0.1844, 0.0029]"
WRMF,200,10,10,10,Cosine,0,1.0,,"[0.0762, 0.0015]","[0.0132, 0.0003]","[0.0111, 0.0002]","[0.0097, 0.0002]","[0.0171, 0.0005]","[0.0059, 0.0001]","[0.0247, 0.0011]","[0.0854, 0.0021]","[0.1062, 0.0023]","[0.1228, 0.0025]","[0.0563, 0.0017]","[0.1835, 0.0029]"
WRMF,200,10,100,10,Cosine,0,1.0,,"[0.0611, 0.0013]","[0.01, 0.0003]","[0.0086, 0.0002]","[0.0077, 0.0002]","[0.0128, 0.0004]","[0.0051, 0.0001]","[0.0187, 0.001]","[0.0633, 0.0018]","[0.0815, 0.0021]","[0.0964, 0.0022]","[0.041, 0.0015]","[0.1549, 0.0027]"
WRMF,200,10,1000,10,Cosine,0,1.0,,"[0.0108, 0.0004]","[0.0019, 0.0001]","[0.0017, 0.0001]","[0.0016, 0.0001]","[0.0015, 0.0001]","[0.0012, 0.0]","[0.0012, 0.0002]","[0.0115, 0.0008]","[0.0148, 0.0009]","[0.0187, 0.001]","[0.0044, 0.0005]","[0.0338, 0.0013]"
WRMF,200,10,10000,10,Cosine,0,1.0,,"[0.0008, 0.0001]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0001, 0.0]","[0.0002, 0.0001]","[0.0004, 0.0001]","[0.0009, 0.0002]","[0.0012, 0.0003]","[0.0002, 0.0001]","[0.0028, 0.0004]"
WRMF,50,100,1,10,Cosine,0,1.0,,"[0.0718, 0.0013]","[0.0116, 0.0003]","[0.0101, 0.0002]","[0.0091, 0.0002]","[0.0142, 0.0005]","[0.006, 0.0001]","[0.0193, 0.001]","[0.0751, 0.002]","[0.0978, 0.0023]","[0.1166, 0.0024]","[0.0468, 0.0016]","[0.1893, 0.003]"
WRMF,50,100,10,10,Cosine,0,1.0,,"[0.0719, 0.0013]","[0.0116, 0.0003]","[0.0101, 0.0002]","[0.0091, 0.0002]","[0.0143, 0.0005]","[0.0061, 0.0001]","[0.0193, 0.001]","[0.0751, 0.002]","[0.0976, 0.0022]","[0.1167, 0.0024]","[0.0471, 0.0016]","[0.1897, 0.003]"
WRMF,50,100,100,10,Cosine,0,1.0,,"[0.0729, 0.0014]","[0.0118, 0.0003]","[0.0103, 0.0002]","[0.0093, 0.0002]","[0.0143, 0.0005]","[0.0062, 0.0001]","[0.0196, 0.001]","[0.0766, 0.002]","[0.0991, 0.0023]","[0.1185, 0.0025]","[0.0472, 0.0016]","[0.193, 0.003]"
WRMF,50,100,1000,10,Cosine,0,1.0,,"[0.0445, 0.0011]","[0.0069, 0.0002]","[0.006, 0.0002]","[0.0056, 0.0001]","[0.0084, 0.0003]","[0.0039, 0.0001]","[0.0121, 0.0008]","[0.0431, 0.0015]","[0.0565, 0.0017]","[0.0696, 0.0019]","[0.0269, 0.0012]","[0.1199, 0.0024]"
WRMF,50,100,10000,10,Cosine,0,1.0,,"[0.0108, 0.0005]","[0.0018, 0.0001]","[0.0017, 0.0001]","[0.0015, 0.0001]","[0.0019, 0.0002]","[0.0012, 0.0]","[0.0012, 0.0002]","[0.0106, 0.0008]","[0.0148, 0.0009]","[0.0183, 0.001]","[0.0053, 0.0005]","[0.0337, 0.0013]"
WRMF,100,100,1,10,Cosine,0,1.0,,"[0.077, 0.0014]","[0.0128, 0.0003]","[0.011, 0.0002]","[0.0098, 0.0002]","[0.0159, 0.0005]","[0.0063, 0.0001]","[0.0225, 0.0011]","[0.0831, 0.0021]","[0.106, 0.0023]","[0.1249, 0.0025]","[0.0526, 0.0017]","[0.1963, 0.003]"
WRMF,100,100,10,10,Cosine,0,1.0,,"[0.0772, 0.0014]","[0.0128, 0.0003]","[0.011, 0.0002]","[0.0098, 0.0002]","[0.0158, 0.0005]","[0.0063, 0.0001]","[0.0225, 0.0011]","[0.083, 0.0021]","[0.1064, 0.0023]","[0.1254, 0.0025]","[0.0524, 0.0017]","[0.1969, 0.003]"
WRMF,100,100,100,10,Cosine,0,1.0,,"[0.0792, 0.0014]","[0.0132, 0.0003]","[0.0114, 0.0002]","[0.0101, 0.0002]","[0.0162, 0.0005]","[0.0065, 0.0001]","[0.0226, 0.0011]","[0.0856, 0.0021]","[0.1098, 0.0024]","[0.1291, 0.0025]","[0.0536, 0.0017]","[0.2032, 0.0031]"
WRMF,100,100,1000,10,Cosine,0,1.0,,"[0.0452, 0.0011]","[0.007, 0.0002]","[0.0061, 0.0002]","[0.0056, 0.0001]","[0.0087, 0.0004]","[0.004, 0.0001]","[0.0123, 0.0008]","[0.0439, 0.0015]","[0.0576, 0.0017]","[0.0705, 0.0019]","[0.0278, 0.0012]","[0.121, 0.0025]"
WRMF,100,100,10000,10,Cosine,0,1.0,,"[0.0112, 0.0005]","[0.002, 0.0001]","[0.0016, 0.0001]","[0.0016, 0.0001]","[0.0019, 0.0002]","[0.0012, 0.0]","[0.0012, 0.0002]","[0.0118, 0.0008]","[0.0144, 0.0009]","[0.0185, 0.001]","[0.0059, 0.0006]","[0.0354, 0.0014]"
WRMF,200,100,1,10,Cosine,0,1.0,,"[0.078, 0.0015]","[0.0132, 0.0003]","[0.0113, 0.0002]","[0.0098, 0.0002]","[0.017, 0.0005]","[0.0061, 0.0001]","[0.025, 0.0011]","[0.0868, 0.0021]","[0.1095, 0.0024]","[0.1265, 0.0025]","[0.0566, 0.0018]","[0.1899, 0.003]"
WRMF,200,100,10,10,Cosine,0,1.0,,"[0.0782, 0.0015]","[0.0132, 0.0003]","[0.0113, 0.0002]","[0.0099, 0.0002]","[0.017, 0.0005]","[0.0061, 0.0001]","[0.025, 0.0011]","[0.0867, 0.0021]","[0.1097, 0.0024]","[0.1269, 0.0025]","[0.0566, 0.0018]","[0.1907, 0.003]"
WRMF,200,100,100,10,Cosine,0,1.0,,"[0.0829, 0.0015]","[0.0141, 0.0003]","[0.012, 0.0002]","[0.0105, 0.0002]","[0.0177, 0.0005]","[0.0066, 0.0001]","[0.0256, 0.0011]","[0.0919, 0.0022]","[0.1158, 0.0024]","[0.1345, 0.0026]","[0.0588, 0.0018]","[0.2049, 0.0031]"
WRMF,200,100,1000,10,Cosine,0,1.0,,"[0.0456, 0.0011]","[0.0071, 0.0002]","[0.0062, 0.0002]","[0.0057, 0.0001]","[0.0088, 0.0004]","[0.004, 0.0001]","[0.0124, 0.0008]","[0.0444, 0.0015]","[0.0582, 0.0018]","[0.0708, 0.0019]","[0.0282, 0.0012]","[0.1224, 0.0025]"
WRMF,200,100,10000,10,Cosine,0,1.0,,"[0.0108, 0.0004]","[0.0019, 0.0001]","[0.0017, 0.0001]","[0.0016, 0.0001]","[0.0015, 0.0001]","[0.0012, 0.0]","[0.0012, 0.0002]","[0.0115, 0.0008]","[0.0148, 0.0009]","[0.0187, 0.001]","[0.0044, 0.0005]","[0.0338, 0.0013]"
WRMF,50,1000,1,10,Cosine,0,1.0,,"[0.0541, 0.0012]","[0.0084, 0.0002]","[0.0073, 0.0002]","[0.0066, 0.0002]","[0.0105, 0.0004]","[0.0045, 0.0001]","[0.015, 0.0009]","[0.055, 0.0017]","[0.0711, 0.0019]","[0.0858, 0.0021]","[0.0352, 0.0014]","[0.1428, 0.0027]"
WRMF,50,1000,10,10,Cosine,0,1.0,,"[0.0524, 0.0012]","[0.0082, 0.0002]","[0.007, 0.0002]","[0.0064, 0.0002]","[0.0103, 0.0004]","[0.0043, 0.0001]","[0.0151, 0.0009]","[0.054, 0.0017]","[0.0687, 0.0019]","[0.0822, 0.0021]","[0.0349, 0.0014]","[0.1367, 0.0026]"
WRMF,50,1000,100,10,Cosine,0,1.0,,"[0.0576, 0.0012]","[0.0091, 0.0003]","[0.0079, 0.0002]","[0.0071, 0.0002]","[0.0111, 0.0004]","[0.0048, 0.0001]","[0.0159, 0.0009]","[0.0596, 0.0018]","[0.0774, 0.002]","[0.0915, 0.0022]","[0.037, 0.0014]","[0.1525, 0.0027]"
WRMF,50,1000,1000,10,Cosine,0,1.0,,"[0.0689, 0.0013]","[0.0108, 0.0003]","[0.0096, 0.0002]","[0.0087, 0.0002]","[0.0128, 0.0004]","[0.006, 0.0001]","[0.0171, 0.0009]","[0.0708, 0.0019]","[0.0929, 0.0022]","[0.1123, 0.0024]","[0.0426, 0.0015]","[0.1883, 0.003]"
WRMF,50,1000,10000,10,Cosine,0,1.0,,"[0.0285, 0.0009]","[0.0045, 0.0002]","[0.0041, 0.0001]","[0.0037, 0.0001]","[0.0053, 0.0003]","[0.0025, 0.0001]","[0.0077, 0.0006]","[0.0288, 0.0013]","[0.0384, 0.0014]","[0.0459, 0.0016]","[0.0176, 0.001]","[0.0754, 0.002]"
WRMF,100,1000,1,10,Cosine,0,1.0,,"[0.059, 0.0013]","[0.0094, 0.0003]","[0.0081, 0.0002]","[0.0073, 0.0002]","[0.0119, 0.0004]","[0.0047, 0.0001]","[0.0184, 0.001]","[0.0621, 0.0018]","[0.0787, 0.002]","[0.0937, 0.0022]","[0.0404, 0.0015]","[0.1483, 0.0027]"
WRMF,100,1000,10,10,Cosine,0,1.0,,"[0.0557, 0.0013]","[0.0089, 0.0003]","[0.0076, 0.0002]","[0.0068, 0.0002]","[0.0113, 0.0004]","[0.0044, 0.0001]","[0.0177, 0.001]","[0.0589, 0.0018]","[0.0747, 0.002]","[0.088, 0.0022]","[0.0384, 0.0015]","[0.1393, 0.0026]"
WRMF,100,1000,100,10,Cosine,0,1.0,,"[0.0612, 0.0013]","[0.0098, 0.0003]","[0.0084, 0.0002]","[0.0076, 0.0002]","[0.0122, 0.0004]","[0.0049, 0.0001]","[0.0188, 0.001]","[0.0646, 0.0019]","[0.0824, 0.0021]","[0.0977, 0.0023]","[0.0414, 0.0015]","[0.1548, 0.0027]"
WRMF,100,1000,1000,10,Cosine,0,1.0,,"[0.0766, 0.0014]","[0.0124, 0.0003]","[0.0109, 0.0002]","[0.0098, 0.0002]","[0.0149, 0.0005]","[0.0065, 0.0001]","[0.0197, 0.001]","[0.0809, 0.0021]","[0.1053, 0.0023]","[0.1253, 0.0025]","[0.0495, 0.0016]","[0.2042, 0.0031]"
WRMF,100,1000,10000,10,Cosine,0,1.0,,"[0.0276, 0.0008]","[0.0044, 0.0002]","[0.0041, 0.0001]","[0.0037, 0.0001]","[0.005, 0.0003]","[0.0025, 0.0001]","[0.0062, 0.0006]","[0.0285, 0.0012]","[0.0385, 0.0014]","[0.0459, 0.0016]","[0.0163, 0.001]","[0.0757, 0.002]"
WRMF,100,1000,1,10,Cosine,0,1.0,,"[0.059, 0.0013]","[0.0094, 0.0003]","[0.0081, 0.0002]","[0.0073, 0.0002]","[0.0119, 0.0004]","[0.0047, 0.0001]","[0.0184, 0.001]","[0.0621, 0.0018]","[0.0787, 0.002]","[0.0937, 0.0022]","[0.0404, 0.0015]","[0.1483, 0.0027]"
WRMF,100,1000,10,10,Cosine,0,1.0,,"[0.0557, 0.0013]","[0.0089, 0.0003]","[0.0076, 0.0002]","[0.0068, 0.0002]","[0.0113, 0.0004]","[0.0044, 0.0001]","[0.0177, 0.001]","[0.0589, 0.0018]","[0.0747, 0.002]","[0.088, 0.0022]","[0.0384, 0.0015]","[0.1393, 0.0026]"
WRMF,100,1000,100,10,Cosine,0,1.0,,"[0.0612, 0.0013]","[0.0098, 0.0003]","[0.0084, 0.0002]","[0.0076, 0.0002]","[0.0122, 0.0004]","[0.0049, 0.0001]","[0.0188, 0.001]","[0.0646, 0.0019]","[0.0824, 0.0021]","[0.0977, 0.0023]","[0.0414, 0.0015]","[0.1548, 0.0027]"
WRMF,100,1000,1000,10,Cosine,0,1.0,,"[0.0766, 0.0014]","[0.0124, 0.0003]","[0.0109, 0.0002]","[0.0098, 0.0002]","[0.0149, 0.0005]","[0.0065, 0.0001]","[0.0197, 0.001]","[0.0809, 0.0021]","[0.1053, 0.0023]","[0.1253, 0.0025]","[0.0495, 0.0016]","[0.2042, 0.0031]"
WRMF,100,1000,10000,10,Cosine,0,1.0,,"[0.0276, 0.0008]","[0.0044, 0.0002]","[0.0041, 0.0001]","[0.0037, 0.0001]","[0.005, 0.0003]","[0.0025, 0.0001]","[0.0062, 0.0006]","[0.0285, 0.0012]","[0.0385, 0.0014]","[0.0459, 0.0016]","[0.0163, 0.001]","[0.0757, 0.002]"
WRMF,50,10000,1,10,Cosine,0,1.0,,"[0.0222, 0.0008]","[0.0034, 0.0002]","[0.003, 0.0001]","[0.0027, 0.0001]","[0.0042, 0.0002]","[0.0019, 0.0001]","[0.0056, 0.0005]","[0.0225, 0.0011]","[0.0291, 0.0013]","[0.035, 0.0014]","[0.0144, 0.0009]","[0.0599, 0.0018]"
WRMF,50,10000,10,10,Cosine,0,1.0,,"[0.0194, 0.0007]","[0.003, 0.0001]","[0.0026, 0.0001]","[0.0024, 0.0001]","[0.0038, 0.0002]","[0.0017, 0.0001]","[0.0054, 0.0005]","[0.0197, 0.0011]","[0.0253, 0.0012]","[0.0305, 0.0013]","[0.0127, 0.0009]","[0.0515, 0.0017]"
WRMF,50,10000,100,10,Cosine,0,1.0,,"[0.0193, 0.0007]","[0.0029, 0.0001]","[0.0026, 0.0001]","[0.0024, 0.0001]","[0.0036, 0.0002]","[0.0017, 0.0001]","[0.0055, 0.0005]","[0.0187, 0.001]","[0.0251, 0.0012]","[0.0303, 0.0013]","[0.0121, 0.0008]","[0.0512, 0.0017]"
WRMF,50,10000,1000,10,Cosine,0,1.0,,"[0.0307, 0.0009]","[0.0048, 0.0002]","[0.0042, 0.0001]","[0.0038, 0.0001]","[0.0059, 0.0003]","[0.0026, 0.0001]","[0.008, 0.0006]","[0.0319, 0.0013]","[0.0413, 0.0015]","[0.0493, 0.0016]","[0.0203, 0.0011]","[0.0821, 0.0021]"
WRMF,50,10000,10000,10,Cosine,0,1.0,,"[0.0584, 0.0012]","[0.0086, 0.0003]","[0.0078, 0.0002]","[0.0072, 0.0002]","[0.0101, 0.0004]","[0.0052, 0.0001]","[0.0133, 0.0008]","[0.0569, 0.0018]","[0.0767, 0.002]","[0.0937, 0.0022]","[0.0338, 0.0014]","[0.1662, 0.0028]"
WRMF,100,10000,1,10,Cosine,0,1.0,,"[0.0307, 0.001]","[0.005, 0.0002]","[0.0043, 0.0001]","[0.0038, 0.0001]","[0.0063, 0.0003]","[0.0025, 0.0001]","[0.0096, 0.0007]","[0.0328, 0.0014]","[0.0416, 0.0015]","[0.0488, 0.0016]","[0.0213, 0.0011]","[0.0759, 0.002]"
WRMF,100,10000,10,10,Cosine,0,1.0,,"[0.0266, 0.0009]","[0.0045, 0.0002]","[0.0038, 0.0001]","[0.0033, 0.0001]","[0.0054, 0.0003]","[0.0022, 0.0001]","[0.008, 0.0007]","[0.029, 0.0013]","[0.0361, 0.0014]","[0.0421, 0.0015]","[0.0178, 0.001]","[0.0676, 0.0019]"
WRMF,100,10000,100,10,Cosine,0,1.0,,"[0.0249, 0.0008]","[0.004, 0.0002]","[0.0034, 0.0001]","[0.003, 0.0001]","[0.0051, 0.0003]","[0.0021, 0.0001]","[0.0076, 0.0006]","[0.0258, 0.0012]","[0.0331, 0.0014]","[0.0387, 0.0015]","[0.0168, 0.001]","[0.0635, 0.0018]"
WRMF,100,10000,1000,10,Cosine,0,1.0,,"[0.0394, 0.0011]","[0.0061, 0.0002]","[0.0053, 0.0002]","[0.0048, 0.0001]","[0.008, 0.0003]","[0.0032, 0.0001]","[0.0124, 0.0008]","[0.0404, 0.0015]","[0.0519, 0.0017]","[0.0612, 0.0018]","[0.0271, 0.0012]","[0.0989, 0.0023]"
WRMF,100,10000,10000,10,Cosine,0,1.0,,"[0.0627, 0.0012]","[0.0095, 0.0003]","[0.0085, 0.0002]","[0.0079, 0.0002]","[0.0111, 0.0004]","[0.0056, 0.0001]","[0.0141, 0.0008]","[0.0622, 0.0018]","[0.0828, 0.0021]","[0.1011, 0.0023]","[0.037, 0.0014]","[0.1771, 0.0029]"
WRMF,100,10000,1,10,Cosine,0,1.0,,"[0.0307, 0.001]","[0.005, 0.0002]","[0.0043, 0.0001]","[0.0038, 0.0001]","[0.0063, 0.0003]","[0.0025, 0.0001]","[0.0096, 0.0007]","[0.0328, 0.0014]","[0.0416, 0.0015]","[0.0488, 0.0016]","[0.0213, 0.0011]","[0.0759, 0.002]"
WRMF,100,10000,10,10,Cosine,0,1.0,,"[0.0266, 0.0009]","[0.0045, 0.0002]","[0.0038, 0.0001]","[0.0033, 0.0001]","[0.0054, 0.0003]","[0.0022, 0.0001]","[0.008, 0.0007]","[0.029, 0.0013]","[0.0361, 0.0014]","[0.0421, 0.0015]","[0.0178, 0.001]","[0.0676, 0.0019]"
WRMF,100,10000,100,10,Cosine,0,1.0,,"[0.0249, 0.0008]","[0.004, 0.0002]","[0.0034, 0.0001]","[0.003, 0.0001]","[0.0051, 0.0003]","[0.0021, 0.0001]","[0.0076, 0.0006]","[0.0258, 0.0012]","[0.0331, 0.0014]","[0.0387, 0.0015]","[0.0168, 0.001]","[0.0635, 0.0018]"
WRMF,100,10000,1000,10,Cosine,0,1.0,,"[0.0394, 0.0011]","[0.0061, 0.0002]","[0.0053, 0.0002]","[0.0048, 0.0001]","[0.008, 0.0003]","[0.0032, 0.0001]","[0.0124, 0.0008]","[0.0404, 0.0015]","[0.0519, 0.0017]","[0.0612, 0.0018]","[0.0271, 0.0012]","[0.0989, 0.0023]"
WRMF,100,10000,10000,10,Cosine,0,1.0,,"[0.0627, 0.0012]","[0.0095, 0.0003]","[0.0085, 0.0002]","[0.0079, 0.0002]","[0.0111, 0.0004]","[0.0056, 0.0001]","[0.0141, 0.0008]","[0.0622, 0.0018]","[0.0828, 0.0021]","[0.1011, 0.0023]","[0.037, 0.0014]","[0.1771, 0.0029]"
