,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
4,VAE-CF,50,1,0.1,300,Cosine,0.5,1.0,,"[0.2339, 0.0007]","[0.0894, 0.0004]","[0.0788, 0.0003]","[0.0713, 0.0003]","[0.1049, 0.0005]","[0.048, 0.0002]","[0.1011, 0.0005]","[0.18, 0.0008]","[0.2309, 0.0009]","[0.2731, 0.001]","[0.11, 0.0007]","[0.4345, 0.0011]"
5,VAE-CF,100,1,1e-05,300,Cosine,0.5,1.0,,"[0.3296, 0.0007]","[0.1165, 0.0004]","[0.1036, 0.0003]","[0.0937, 0.0003]","[0.1356, 0.0005]","[0.0622, 0.0002]","[0.1397, 0.0006]","[0.2778, 0.001]","[0.3545, 0.0011]","[0.4134, 0.0011]","[0.1721, 0.0008]","[0.6139, 0.0011]"
6,VAE-CF,100,1,0.0001,300,Cosine,0.5,1.0,,"[0.3396, 0.0007]","[0.123, 0.0004]","[0.1084, 0.0003]","[0.0975, 0.0003]","[0.1448, 0.0005]","[0.0634, 0.0002]","[0.1515, 0.0007]","[0.286, 0.001]","[0.3616, 0.0011]","[0.42, 0.0011]","[0.1793, 0.0009]","[0.6166, 0.0011]"
7,VAE-CF,100,1,0.001,300,Cosine,0.5,1.0,,"[0.3434, 0.0007]","[0.1272, 0.0004]","[0.1117, 0.0003]","[0.1002, 0.0003]","[0.1508, 0.0006]","[0.0646, 0.0002]","[0.1566, 0.0007]","[0.2878, 0.001]","[0.3625, 0.0011]","[0.4201, 0.0011]","[0.1821, 0.0009]","[0.615, 0.0011]"
8,VAE-CF,100,1,0.01,300,Cosine,0.5,1.0,,"[0.3238, 0.0007]","[0.1236, 0.0004]","[0.1089, 0.0003]","[0.0978, 0.0003]","[0.1457, 0.0006]","[0.0626, 0.0002]","[0.1463, 0.0006]","[0.2648, 0.001]","[0.3394, 0.0011]","[0.3963, 0.0011]","[0.1645, 0.0008]","[0.5831, 0.0011]"
9,VAE-CF,100,1,0.1,300,Cosine,0.5,1.0,,"[0.2312, 0.0007]","[0.0886, 0.0004]","[0.078, 0.0003]","[0.0706, 0.0003]","[0.1035, 0.0005]","[0.0478, 0.0002]","[0.0992, 0.0005]","[0.1784, 0.0008]","[0.2287, 0.0009]","[0.2697, 0.001]","[0.1073, 0.0007]","[0.4329, 0.0011]"
10,VAE-CF,200,1,1e-05,300,Cosine,0.5,1.0,,"[0.3015, 0.0007]","[0.0973, 0.0003]","[0.087, 0.0003]","[0.0792, 0.0002]","[0.1126, 0.0005]","[0.0545, 0.0002]","[0.12, 0.0006]","[0.2558, 0.001]","[0.3284, 0.0011]","[0.385, 0.0011]","[0.1581, 0.0008]","[0.5847, 0.0011]"
11,VAE-CF,200,1,0.0001,300,Cosine,0.5,1.0,,"[0.3329, 0.0007]","[0.1168, 0.0004]","[0.1034, 0.0003]","[0.0934, 0.0003]","[0.1368, 0.0005]","[0.0618, 0.0002]","[0.1447, 0.0006]","[0.2823, 0.001]","[0.3574, 0.0011]","[0.4152, 0.0011]","[0.1775, 0.0009]","[0.6128, 0.0011]"
12,VAE-CF,200,1,0.001,300,Cosine,0.5,1.0,,"[0.3496, 0.0007]","[0.1307, 0.0004]","[0.1146, 0.0003]","[0.1027, 0.0003]","[0.155, 0.0006]","[0.0657, 0.0002]","[0.16, 0.0007]","[0.2943, 0.001]","[0.371, 0.0011]","[0.4298, 0.0011]","[0.1859, 0.0009]","[0.6241, 0.0011]"
13,VAE-CF,200,1,0.01,300,Cosine,0.5,1.0,,"[0.3264, 0.0007]","[0.1245, 0.0004]","[0.1097, 0.0003]","[0.0986, 0.0003]","[0.1465, 0.0006]","[0.063, 0.0002]","[0.149, 0.0006]","[0.2666, 0.001]","[0.3415, 0.0011]","[0.3984, 0.0011]","[0.1657, 0.0008]","[0.5859, 0.0011]"
14,VAE-CF,200,1,0.1,300,Cosine,0.5,1.0,,"[0.2267, 0.0007]","[0.0871, 0.0004]","[0.0765, 0.0003]","[0.0694, 0.0003]","[0.1007, 0.0005]","[0.0474, 0.0002]","[0.0962, 0.0005]","[0.1764, 0.0008]","[0.2246, 0.0009]","[0.2652, 0.001]","[0.1032, 0.0006]","[0.4283, 0.0011]"
