,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,BPR,50,1,1e-05,30,Cosine,0,1.0,,"[0.2415, 0.0006]","[0.0834, 0.0003]","[0.0757, 0.0003]","[0.0697, 0.0002]","[0.0931, 0.0004]","[0.05, 0.0002]","[0.0945, 0.0005]","[0.1814, 0.0008]","[0.2404, 0.0009]","[0.2886, 0.001]","[0.1073, 0.0007]","[0.4825, 0.0011]"
1,BPR,100,1,1e-05,30,Cosine,0,1.0,,"[0.2331, 0.0006]","[0.082, 0.0003]","[0.0738, 0.0003]","[0.0674, 0.0002]","[0.0925, 0.0004]","[0.0481, 0.0002]","[0.0908, 0.0005]","[0.1798, 0.0008]","[0.2337, 0.0009]","[0.2777, 0.001]","[0.1072, 0.0007]","[0.4641, 0.0011]"
2,BPR,200,1,1e-05,30,Cosine,0,1.0,,"[0.2301, 0.0006]","[0.0777, 0.0003]","[0.0706, 0.0003]","[0.0658, 0.0002]","[0.0892, 0.0004]","[0.0479, 0.0002]","[0.0874, 0.0005]","[0.165, 0.0008]","[0.2206, 0.0009]","[0.2714, 0.001]","[0.0976, 0.0006]","[0.4685, 0.0011]"
0,BPR,50,1,0.0001,30,Cosine,0,1.0,,"[0.1618, 0.0005]","[0.0518, 0.0003]","[0.0462, 0.0002]","[0.0436, 0.0002]","[0.0603, 0.0004]","[0.0333, 0.0001]","[0.0588, 0.0004]","[0.1169, 0.0007]","[0.1481, 0.0008]","[0.1795, 0.0008]","[0.0709, 0.0006]","[0.3351, 0.001]"
1,BPR,100,1,0.0001,30,Cosine,0,1.0,,"[0.1604, 0.0005]","[0.0509, 0.0003]","[0.0471, 0.0002]","[0.0432, 0.0002]","[0.0591, 0.0004]","[0.0335, 0.0001]","[0.0583, 0.0004]","[0.1123, 0.0007]","[0.1548, 0.0008]","[0.1862, 0.0009]","[0.0679, 0.0006]","[0.3338, 0.001]"
2,BPR,200,1,0.0001,30,Cosine,0,1.0,,"[0.1609, 0.0005]","[0.0505, 0.0003]","[0.0467, 0.0002]","[0.0438, 0.0002]","[0.0637, 0.0004]","[0.0333, 0.0001]","[0.0597, 0.0004]","[0.1097, 0.0007]","[0.1512, 0.0008]","[0.1827, 0.0008]","[0.0716, 0.0006]","[0.3314, 0.001]"
0,BPR,50,1,0.001,30,Cosine,0,1.0,,"[0.1568, 0.0005]","[0.0495, 0.0002]","[0.0452, 0.0002]","[0.0422, 0.0002]","[0.0557, 0.0003]","[0.0325, 0.0001]","[0.056, 0.0004]","[0.1113, 0.0007]","[0.1479, 0.0008]","[0.1801, 0.0008]","[0.0612, 0.0005]","[0.3296, 0.001]"
1,BPR,100,1,0.001,30,Cosine,0,1.0,,"[0.1574, 0.0005]","[0.0493, 0.0002]","[0.0451, 0.0002]","[0.0419, 0.0002]","[0.0553, 0.0004]","[0.0326, 0.0001]","[0.0566, 0.0004]","[0.1099, 0.0007]","[0.1486, 0.0008]","[0.177, 0.0008]","[0.0646, 0.0006]","[0.3289, 0.001]"
2,BPR,200,1,0.001,30,Cosine,0,1.0,,"[0.1573, 0.0005]","[0.0495, 0.0002]","[0.0453, 0.0002]","[0.0421, 0.0002]","[0.0551, 0.0003]","[0.0326, 0.0001]","[0.0557, 0.0004]","[0.1118, 0.0007]","[0.1506, 0.0008]","[0.1795, 0.0008]","[0.0617, 0.0005]","[0.3319, 0.001]"
0,BPR,50,1,0.01,30,Cosine,0,1.0,,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0001, 0.0]"
1,BPR,100,1,0.01,30,Cosine,0,1.0,,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0001, 0.0]"
2,BPR,200,1,0.01,30,Cosine,0,1.0,,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0001, 0.0]"
0,BPR,50,1,0.1,30,Cosine,0,1.0,,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0001, 0.0]"
1,BPR,100,1,0.1,30,Cosine,0,1.0,,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0001, 0.0]"
2,BPR,200,1,0.1,30,Cosine,0,1.0,,"[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0001, 0.0]"
