,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,CML,50,1,1e-05,30,Euclidean,0,1.0,,"[0.1911, 0.0008]","[0.0979, 0.0007]","[0.0945, 0.0006]","[0.0915, 0.0006]","[0.1015, 0.0009]","[0.0758, 0.0004]","[0.0867, 0.0006]","[0.0916, 0.0008]","[0.1326, 0.001]","[0.1703, 0.0011]","[0.0475, 0.0005]","[0.3299, 0.0015]"
1,CML,50,1,0.0001,30,Euclidean,0,1.0,,"[0.1911, 0.0008]","[0.0978, 0.0007]","[0.0943, 0.0006]","[0.0912, 0.0006]","[0.1025, 0.0009]","[0.0758, 0.0004]","[0.087, 0.0006]","[0.0911, 0.0008]","[0.1314, 0.001]","[0.1684, 0.0011]","[0.0478, 0.0005]","[0.3295, 0.0015]"
2,CML,50,1,0.001,30,Euclidean,0,1.0,,"[0.1907, 0.0008]","[0.0973, 0.0007]","[0.094, 0.0006]","[0.0911, 0.0006]","[0.1015, 0.0009]","[0.0758, 0.0004]","[0.0861, 0.0006]","[0.0905, 0.0008]","[0.1308, 0.001]","[0.1686, 0.0011]","[0.0471, 0.0005]","[0.3303, 0.0015]"
3,CML,50,1,0.01,30,Euclidean,0,1.0,,"[0.19, 0.0008]","[0.0971, 0.0007]","[0.094, 0.0006]","[0.091, 0.0006]","[0.1011, 0.0009]","[0.0756, 0.0004]","[0.086, 0.0006]","[0.0901, 0.0008]","[0.1307, 0.001]","[0.1676, 0.0011]","[0.0467, 0.0005]","[0.3287, 0.0015]"
4,CML,50,1,0.1,30,Euclidean,0,1.0,,"[0.1916, 0.0008]","[0.0965, 0.0007]","[0.0933, 0.0006]","[0.0907, 0.0006]","[0.1008, 0.0009]","[0.076, 0.0004]","[0.0854, 0.0006]","[0.0898, 0.0008]","[0.1307, 0.001]","[0.1691, 0.0011]","[0.0471, 0.0006]","[0.3339, 0.0015]"
5,CML,100,1,1e-05,30,Euclidean,0,1.0,,"[0.1918, 0.0009]","[0.097, 0.0007]","[0.0941, 0.0006]","[0.0912, 0.0006]","[0.101, 0.0009]","[0.0757, 0.0004]","[0.0864, 0.0006]","[0.0911, 0.0008]","[0.1327, 0.001]","[0.171, 0.0011]","[0.0473, 0.0006]","[0.3327, 0.0015]"
6,CML,100,1,0.0001,30,Euclidean,0,1.0,,"[0.192, 0.0008]","[0.098, 0.0007]","[0.0942, 0.0006]","[0.0913, 0.0006]","[0.1021, 0.0009]","[0.0758, 0.0004]","[0.087, 0.0006]","[0.0913, 0.0008]","[0.1316, 0.001]","[0.1695, 0.0011]","[0.0478, 0.0006]","[0.3325, 0.0015]"
7,CML,100,1,0.001,30,Euclidean,0,1.0,,"[0.1922, 0.0009]","[0.0982, 0.0007]","[0.0948, 0.0006]","[0.0917, 0.0006]","[0.1026, 0.0009]","[0.0757, 0.0004]","[0.0871, 0.0006]","[0.0925, 0.0008]","[0.1337, 0.001]","[0.1719, 0.0011]","[0.0484, 0.0006]","[0.3318, 0.0015]"
8,CML,100,1,0.01,30,Euclidean,0,1.0,,"[0.1929, 0.0009]","[0.0979, 0.0007]","[0.0947, 0.0006]","[0.0918, 0.0006]","[0.1022, 0.0009]","[0.076, 0.0004]","[0.087, 0.0006]","[0.092, 0.0008]","[0.1336, 0.001]","[0.1723, 0.0011]","[0.0482, 0.0006]","[0.3345, 0.0015]"
9,CML,100,1,0.1,30,Euclidean,0,1.0,,"[0.1924, 0.0008]","[0.0965, 0.0007]","[0.0935, 0.0006]","[0.0907, 0.0006]","[0.1005, 0.0009]","[0.076, 0.0004]","[0.0854, 0.0006]","[0.0905, 0.0008]","[0.1321, 0.001]","[0.1706, 0.0011]","[0.0471, 0.0006]","[0.3364, 0.0015]"
10,CML,200,1,1e-05,30,Euclidean,0,1.0,,"[0.1903, 0.0008]","[0.097, 0.0007]","[0.0935, 0.0006]","[0.0906, 0.0006]","[0.1011, 0.0009]","[0.0751, 0.0004]","[0.0859, 0.0006]","[0.0906, 0.0008]","[0.1309, 0.001]","[0.1689, 0.0011]","[0.0472, 0.0006]","[0.3297, 0.0015]"
11,CML,200,1,0.0001,30,Euclidean,0,1.0,,"[0.1902, 0.0008]","[0.0965, 0.0007]","[0.093, 0.0006]","[0.0903, 0.0006]","[0.1013, 0.0009]","[0.0751, 0.0004]","[0.086, 0.0006]","[0.0902, 0.0008]","[0.1303, 0.001]","[0.168, 0.0011]","[0.0475, 0.0006]","[0.3301, 0.0015]"
12,CML,200,1,0.001,30,Euclidean,0,1.0,,"[0.1902, 0.0008]","[0.0962, 0.0007]","[0.0931, 0.0006]","[0.0903, 0.0006]","[0.1005, 0.0009]","[0.0751, 0.0004]","[0.0857, 0.0006]","[0.0901, 0.0008]","[0.1309, 0.001]","[0.1687, 0.0011]","[0.0472, 0.0006]","[0.3298, 0.0015]"
13,CML,200,1,0.01,30,Euclidean,0,1.0,,"[0.1908, 0.0008]","[0.0968, 0.0007]","[0.0934, 0.0006]","[0.0904, 0.0006]","[0.101, 0.0009]","[0.0753, 0.0004]","[0.0864, 0.0006]","[0.0909, 0.0008]","[0.1313, 0.001]","[0.1688, 0.0011]","[0.0477, 0.0006]","[0.331, 0.0015]"
14,CML,200,1,0.1,30,Euclidean,0,1.0,,"[0.1918, 0.0008]","[0.096, 0.0007]","[0.093, 0.0006]","[0.0903, 0.0006]","[0.1004, 0.0009]","[0.0755, 0.0004]","[0.085, 0.0006]","[0.0912, 0.0008]","[0.1324, 0.001]","[0.1711, 0.0012]","[0.0475, 0.0006]","[0.3351, 0.0015]"
