,model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
0,AutoRec,50,1,1e-05,300,Cosine,0,1.0,,"[0.1755, 0.0009]","[0.0981, 0.0007]","[0.0909, 0.0006]","[0.0858, 0.0006]","[0.1075, 0.0009]","[0.0679, 0.0004]","[0.0887, 0.0006]","[0.0943, 0.0008]","[0.1263, 0.001]","[0.1541, 0.0011]","[0.0532, 0.0006]","[0.2757, 0.0015]"
1,AutoRec,50,1,0.0001,300,Cosine,0,1.0,,"[0.1304, 0.0008]","[0.0774, 0.0006]","[0.0713, 0.0006]","[0.0674, 0.0005]","[0.084, 0.0008]","[0.0516, 0.0004]","[0.0681, 0.0006]","[0.07, 0.0007]","[0.0946, 0.0008]","[0.1179, 0.0009]","[0.0386, 0.0005]","[0.2002, 0.0012]"
2,AutoRec,50,1,0.001,300,Cosine,0,1.0,,"[0.1277, 0.0008]","[0.0753, 0.0006]","[0.0701, 0.0005]","[0.066, 0.0005]","[0.0813, 0.0008]","[0.0506, 0.0004]","[0.0653, 0.0006]","[0.0666, 0.0007]","[0.0939, 0.0008]","[0.1159, 0.0009]","[0.0367, 0.0005]","[0.1982, 0.0012]"
3,AutoRec,50,1,0.01,300,Cosine,0,1.0,,"[0.1288, 0.0008]","[0.0766, 0.0006]","[0.0712, 0.0006]","[0.0668, 0.0005]","[0.0825, 0.0008]","[0.0509, 0.0004]","[0.0669, 0.0006]","[0.0693, 0.0007]","[0.0969, 0.0008]","[0.1188, 0.0009]","[0.038, 0.0005]","[0.1983, 0.0012]"
4,AutoRec,50,1,0.1,300,Cosine,0,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1995, 0.0012]"
5,AutoRec,100,1,1e-05,300,Cosine,0,1.0,,"[0.1746, 0.0009]","[0.0977, 0.0007]","[0.0907, 0.0006]","[0.0856, 0.0006]","[0.107, 0.0009]","[0.0678, 0.0004]","[0.0877, 0.0006]","[0.0934, 0.0008]","[0.126, 0.001]","[0.1539, 0.0011]","[0.0527, 0.0006]","[0.2752, 0.0015]"
6,AutoRec,100,1,0.0001,300,Cosine,0,1.0,,"[0.1292, 0.0008]","[0.0755, 0.0006]","[0.0708, 0.0006]","[0.0668, 0.0005]","[0.0812, 0.0008]","[0.0517, 0.0004]","[0.0655, 0.0006]","[0.0663, 0.0007]","[0.0938, 0.0008]","[0.1162, 0.0009]","[0.0361, 0.0005]","[0.2021, 0.0012]"
7,AutoRec,100,1,0.001,300,Cosine,0,1.0,,"[0.1258, 0.0008]","[0.0722, 0.0006]","[0.0678, 0.0005]","[0.0642, 0.0005]","[0.0808, 0.0008]","[0.0499, 0.0003]","[0.0639, 0.0005]","[0.0623, 0.0006]","[0.0882, 0.0008]","[0.1102, 0.0009]","[0.0367, 0.0005]","[0.1963, 0.0012]"
8,AutoRec,100,1,0.01,300,Cosine,0,1.0,,"[0.1271, 0.0008]","[0.0746, 0.0006]","[0.0699, 0.0005]","[0.0654, 0.0005]","[0.0808, 0.0008]","[0.0505, 0.0003]","[0.0649, 0.0005]","[0.0654, 0.0007]","[0.0937, 0.0008]","[0.1136, 0.0009]","[0.0366, 0.0005]","[0.1977, 0.0012]"
9,AutoRec,100,1,0.1,300,Cosine,0,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0702, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1994, 0.0012]"
10,AutoRec,200,1,1e-05,300,Cosine,0,1.0,,"[0.1738, 0.0009]","[0.0973, 0.0007]","[0.0905, 0.0006]","[0.0853, 0.0006]","[0.1065, 0.0009]","[0.0676, 0.0004]","[0.087, 0.0006]","[0.0929, 0.0008]","[0.1256, 0.001]","[0.1534, 0.0011]","[0.052, 0.0006]","[0.2746, 0.0015]"
11,AutoRec,200,1,0.0001,300,Cosine,0,1.0,,"[0.1276, 0.0008]","[0.0729, 0.0006]","[0.0685, 0.0005]","[0.0648, 0.0005]","[0.081, 0.0008]","[0.0512, 0.0004]","[0.0646, 0.0005]","[0.0622, 0.0006]","[0.0882, 0.0008]","[0.1081, 0.0009]","[0.0358, 0.0005]","[0.2009, 0.0012]"
12,AutoRec,200,1,0.001,300,Cosine,0,1.0,,"[0.1211, 0.0007]","[0.0688, 0.0006]","[0.0637, 0.0005]","[0.0602, 0.0005]","[0.0765, 0.0008]","[0.0479, 0.0003]","[0.0612, 0.0005]","[0.0567, 0.0006]","[0.0799, 0.0007]","[0.0994, 0.0008]","[0.0339, 0.0005]","[0.1913, 0.0012]"
13,AutoRec,200,1,0.01,300,Cosine,0,1.0,,"[0.1241, 0.0008]","[0.0712, 0.0006]","[0.067, 0.0005]","[0.0624, 0.0005]","[0.0795, 0.0008]","[0.0492, 0.0003]","[0.0632, 0.0005]","[0.0605, 0.0006]","[0.0868, 0.0008]","[0.1053, 0.0008]","[0.0356, 0.0005]","[0.1942, 0.0012]"
14,AutoRec,200,1,0.1,300,Cosine,0,1.0,,"[0.1319, 0.0008]","[0.0756, 0.0006]","[0.0709, 0.0006]","[0.0673, 0.0005]","[0.0854, 0.0008]","[0.051, 0.0004]","[0.0701, 0.0006]","[0.0722, 0.0007]","[0.0973, 0.0008]","[0.1227, 0.001]","[0.0431, 0.0005]","[0.1994, 0.0012]"
